# Source: Pittsburgh Neighborhood and Community Information System at the University Center for Social and Urban Research
# http://www.ucsur.pitt.edu/thepub.php?pl=370
# http://surveyweb1.ucsur.pitt.edu/files/thepub/000089/Sales1011.zip
#
# Transformations:
# (1) removed non-Mt. Lebanon properties
# (2) removed columns that didn't contain quantitative or categorical info
#     (e.g., personally identifying information)
"MAPBLOLOT","PROPERTYZIP","SALEDATE","SALEPRICE","MUNICODE","X","Y","YEARBUILT","TOTALROOMS","BEDROOMS","FULLBATHS","HALFBATHS","STYLE_DESC","STORIES","FINISHEDLI"
"0141G00151000000",15228,"21-Jul-11",472300,926,1331262.98094948,389887.967298687,2006,8,4,2,1,"TOWNHOUSE",2,3064
"0141G00159000000",15228,"20-Oct-11",378850,926,1331215.06852151,389685.714803591,2006,8,4,2,1,"TOWNHOUSE",2,2854
"0141H00102000000",15228,"21-Mar-11",195000,926,1332037.50039335,389829.78740932,1933,5,2,1,0,"BUNGALOW",1,1118
"0141H00188000000",15228,"17-Oct-11",169500,926,1331560.06290472,389987.567579761,1927,6,3,1,1,"OLD STYLE",2,2155
"0141J00025070500",15228,"01-Dec-11",183500,926,1328901.93784557,389370.036450341,1980,5,2,2,0,"CONDO",1,1808
"0141J00025080100",15228,"07-Apr-11",175000,926,1328890.25035733,389388.03861697,1980,5,2,2,0,"CONDO",1,1372
"0141J00025090600",15228,"24-Oct-11",170000,926,1328914.93782113,389385.842928067,1980,5,2,2,0,"CONDO",1,1528
"0141J00025111000",15228,"07-Dec-11",1,926,1328939.43793914,389394.017100751,1980,5,2,2,0,"CONDO",1,1372
"0141J00025140400",15228,"27-Jul-11",223344,926,1328923.56280677,389423.42525208,1980,6,3,2,1,"CONDO",1,2020
"0141J00025150400",15228,"24-Jun-11",242000,926,1328927.81289947,389431.881413147,1980,6,3,2,1,"CONDO",1,2020
"0141J00025160600",15228,"24-Jun-11",1,926,1328940.06300698,389435.983141959,1980,6,3,2,1,"CONDO",1,2020
"0141J00165000100",15228,"05-May-11",141050,926,1328275.93794902,388704.550517142,NA,NA,NA,NA,NA,"",NA,NA
"0141J00191000000",15228,"05-May-11",141050,926,NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"0141J00193000000",15228,"04-Jan-11",130000,926,1328228.50038253,388756.733110577,1908,8,5,2,0,"OLD STYLE",2,3188
"0141J00300000000",15228,"08-Jul-11",268000,926,1328286.50039278,389323.740704179,1920,7,3,2,1,"OLD STYLE",2,2291
"0141K0017500G600",15228,"14-Oct-11",85000,926,1329559.00039352,389292.891289577,1940,4,1,1,0,"CONDO",1,901
"0141K00175B00400",15228,"31-Aug-11",90000,926,1329536.00039949,389260.700878531,1940,5,2,1,0,"CONDO",1,1037
"0141K00175D00600",15228,"07-Jul-11",84500,926,1329549.50035174,389273.174307659,1940,5,2,1,0,"CONDO",1,1092
"0141K00175E00600",15228,"19-Aug-11",74500,926,1329552.81691544,389279.980720252,1940,5,2,1,0,"CONDO",1,1104
"0141K00175F00400",15228,"20-Jul-11",76500,926,1329549.87533425,389289.368470937,1940,5,2,1,0,"CONDO",1,901
"0141K00175F00500",15228,"31-Mar-11",75000,926,1329552.81303665,389288.013122961,1940,5,2,1,0,"CONDO",1,901
"0141L00090000000",15228,"16-Dec-11",68000,926,1330615.25039455,389054.149127021,1927,6,3,1,0,"OLD STYLE",2,1092
"0141L00119000000",15228,"25-Jul-11",1730,926,1331142.62959974,388681.763371989,1949,6,3,1,1,"COLONIAL",2,1150
"0141L00296000000",15228,"07-Apr-11",230000,926,1330665.25038999,389444.308199763,1989,6,2,3,2,"TOWNHOUSE",2,2168
"0141L00296000100",15228,"12-Aug-11",275885,926,1330647.50044204,389412.693983763,1989,6,3,2,1,"TOWNHOUSE",2,2027
"0141L00302000400",15228,"24-Oct-11",207000,926,1330512.37534377,389267.652745932,1989,7,3,2,1,"TOWNHOUSE",1,1498
"0141M00164000000",15228,"20-Jul-11",127000,926,1332169.87542592,388590.056244895,1950,6,3,1,0,"COLONIAL",2,1334
"0141M00231000000",15228,"24-Oct-11",168000,926,1331907.31300116,389381.090822309,1924,6,3,1,1,"OLD STYLE",2,1328
"0141M00245000000",15228,"26-Apr-11",125000,926,1332078.56286925,389148.357979968,1950,6,3,1,1,"CONVENTIONAL",2,1358
"0141N00073000000",15228,"21-Nov-11",127000,926,1328746.56291594,388169.826522633,1928,7,3,2,1,"COLONIAL",2.5,3029
"0141N00104000000",15228,"12-Aug-11",102800,926,1328946.06301807,387851.250612497,1927,9,4,3,0,"OLD STYLE",2,2838
"0141N00134000000",15228,"20-Jun-11",338000,926,1328231.18790264,387870.966430783,1938,9,4,5,0,"CAPE COD",1.5,3526
"0141N00214000000",15228,"17-Mar-11",278000,926,1328075.81704573,387864.83104974,1936,7,3,2,0,"CAPE COD",2,2071
"0141N00218000000",15228,"08-Jun-11",135000,926,1328036.43796687,387771.512865111,1930,5,3,2,0,"OLD STYLE",1,1737
"0141P00034000000",15228,"21-Mar-11",1,926,1329814.12542272,387773.452844441,1928,8,4,2,1,"CAPE COD",1.8,2365
"0141P00069000000",15228,"16-Sep-11",1,926,1329669.18377298,388002.259667411,1931,6,3,1,0,"OLD STYLE",2,1306
"0141P00112000000",15228,"14-Nov-11",219500,926,1330218.43792768,387999.51192899,1928,6,3,1,0,"ROW END",2,1650
"0141P00112000000",15228,"14-Nov-11",219500,926,1330218.43792768,387999.51192899,1928,6,3,1,0,"ROW END",2,1650
"0141P00126000000",15228,"17-Jun-11",150000,926,1329928.81285895,388059.441639781,1929,11,4,2,0,"OLD STYLE",2,2842
"0141P00148000000",15228,"07-Jul-11",132395,926,1329804.18785284,388347.973470122,1927,7,2,1,0,"OLD STYLE",2,1601
"0141P00198000000",15228,"06-Apr-11",209000,926,1329973.00038308,388490.271817997,1900,9,3,1,0,"OLD STYLE",2,1996
"0141P00318000000",15228,"19-Apr-11",144900,926,1329200.06697851,388434.458575428,1928,6,3,1,0,"OLD STYLE",2,1288
"0141R00090000000",15234,"04-Mar-11",42018,926,1331250.50461125,388288.75483942,1920,9,4,2,0,"MULTI-FAMILY",2,2632
"0141R00116000000",15228,"19-Jul-11",85106,926,1331046.25056095,388548.905623361,1930,7,4,1,1,"OLD STYLE",2,1488
"0141R00127000000",15228,"07-Jan-11",1,926,1331077.87534671,388373.20008643,1924,9,4,2,0,"MULTI-FAMILY",2,2100
"0141R00212000000",15228,"22-Sep-11",202500,926,1330919.69207247,388046.058245346,1948,6,3,1,1,"MULTI-FAMILY",2,2584
"0141R00236000000",15228,"16-Aug-11",148000,926,1330714.43787487,388265.923863888,1915,6,3,1,0,"OLD STYLE",2,1232
"0141R00288000000",15228,"26-Sep-11",154900,926,1330484.06285508,388139.574151531,1910,6,3,1,1,"OLD STYLE",2,1490
"0141R00375000000",15228,"04-Mar-11",193000,926,1330289.87951428,387870.429896429,1930,6,3,2,0,"COLONIAL",2,1758
"0141S00046000000",15228,"26-Oct-11",219900,926,1332281.62535371,388259.784604058,1948,6,2,1,1,"CAPE COD",1.5,1330
"0141S00152000000",15228,"26-Jan-11",130000,926,1332272.37539721,387788.052435085,1946,12,6,2,0,"MULTI-FAMILY",2,2142
"0141S00313000000",15228,"02-Dec-11",225000,926,1331596.12532289,388251.077097058,1924,5,3,1,2,"CAPE COD",1.5,2142
"0141S00322000000",15228,"17-Oct-11",220000,926,1331792.37538265,388282.86459823,1927,6,3,1,1,"OLD STYLE",2,1898
"0141S00334000000",15228,"07-Dec-11",281500,926,1331821.81698857,388403.902009875,1917,8,4,2,1,"CAPE COD",1.5,2249
"0141S00355000000",15228,"19-Aug-11",360000,926,1331459.56710681,388341.658403888,NA,0,0,0,0,"",0,0
"0142A00165000000",15243,"16-Jun-11",1,926,1323758.56698024,390758.959163308,1980,12,4,3,1,"RANCH",1,3054
"0142A00190000000",15243,"18-Oct-11",209000,926,1324158.18779171,390595.396582142,1961,6,3,2,1,"RANCH",1,1844
"0142B00066000000",15243,"24-Feb-11",1,926,1324647.25041695,391398.827885509,1961,6,3,2,1,"RANCH",1,1120
"0142C00148000000",15243,"18-Nov-11",133400,926,1326394.68782899,391218.057030141,1950,6,3,1,0,"CONVENTIONAL",2,1680
"0142C00206000000",15243,"10-Mar-11",1,926,1326240.68793221,391368.91597569,1922,8,3,1,0,"OLD STYLE",1,2353
"0142D00130000000",15228,"06-Dec-11",1,926,1327656.81292573,391033.862847224,1928,7,3,1,0,"OLD STYLE",2,1561
"0142D00132000000",15228,"18-Apr-11",146000,926,1327683.81283019,391054.814061701,1927,7,3,1,0,"OLD STYLE",2,1561
"0142D00136000000",15228,"25-Jan-11",10,926,1327741.56294908,390868.465596035,1930,6,3,1,0,"OLD STYLE",2,1677
"0142D00140000000",15228,"18-May-11",164500,926,1327661.06292146,390842.183656543,1931,6,3,1,0,"OLD STYLE",2,1718
"0142D00158000000",15228,"28-Jun-11",115000,926,1327577.75037958,390651.693316519,1930,6,3,1,1,"ROW END",2,1160
"0142E00056000000",15243,"05-May-11",174900,926,1323801.37530181,390495.911404327,1957,5,3,1,1,"SPLIT LEVEL",1,1650
"0142E00159000000",15243,"26-May-11",35000,926,1324425.99618977,390129.747333497,1957,5,2,1,0,"RANCH",1,1680
"0142E00196000000",15243,"20-Dec-11",176000,926,1324011.87537576,390133.366734132,1959,10,4,1,2,"CONVENTIONAL",2,1872
"0142F00012000000",15243,"15-Aug-11",152500,926,1325036.50039712,390292.196409553,1960,8,4,2,1,"CONVENTIONAL",2,1757
"0142G00050000000",15243,"13-Oct-11",287500,926,1325959.31306055,389775.840933844,1939,6,3,1,1,"COLONIAL",2,1530
"0142G00198000000",15243,"03-Jan-11",1,926,1326109.87537523,390431.950267881,1935,6,3,1,0,"OLD STYLE",2,1450
"0142G00280000000",15243,"22-Nov-11",1,926,1326723.56300662,390278.756093815,1947,8,4,2,0,"MULTI-FAMILY",2,2560
"0142H00183000000",15228,"15-Aug-11",81000,926,1327894.81288083,390077.897928551,1920,6,3,1,0,"OLD STYLE",2,1970
"0142H00200000000",15228,"16-Aug-11",1,926,1327656.43794324,390129.551745251,1925,5,2,1,0,"RANCH",1,1450
"0142H00279000000",15228,"22-Apr-11",20000,926,1327254.60040042,390282.223833531,1917,5,3,1,0,"ROW END",2,1704
"0142K00110000000",15243,"15-Mar-11",291000,926,1325423.56293079,389243.805526093,1942,8,4,3,1,"OLD STYLE",2,1780
"0142K00170000000",15243,"12-Jul-11",1,926,1324838.31704894,389323.018957391,1939,6,3,1,1,"CAPE COD",1,990
"0142K00216000000",15243,"19-Dec-11",1,926,1325468.68795967,388867.900055468,1938,6,3,1,0,"CAPE COD",1.5,1384
"0142K00232000000",15243,"24-Mar-11",1,926,1325274.8129831,388805.063769624,1936,6,3,1,0,"OLD STYLE",2,1471
"0142K00251000000",15243,"16-Jun-11",109000,926,1324964.500361,389019.995076016,1950,6,3,1,1,"RANCH",1,1328
"0142K00271000000",15243,"05-Oct-11",173500,926,1324789.0004002,388704.837838888,1937,5,2,1,0,"CAPE COD",1,1632
"0142K00302000000",15243,"04-May-11",192500,926,1324750.87543277,388940.944941998,1930,6,2,2,0,"CAPE COD",1,1607
"0142K00306000000",15243,"10-Jun-11",188500,926,1324798.56289062,389030.045227915,1940,6,3,1,1,"OLD STYLE",2,1436
"0142K00308000000",15243,"22-Apr-11",205000,926,1324827.12536764,389080.011089981,1936,6,1,2,0,"CAPE COD",1.5,1890
"0142L00032000000",15243,"07-Apr-11",214000,926,1325690.69215189,389101.473238736,1952,8,3,1,1,"CONVENTIONAL",2,1502
"0142L00092000000",15243,"03-Jun-11",239000,926,1325966.43792221,389535.870259926,1941,7,3,1,1,"CAPE COD",2,1672
"0142L00178000000",15243,"15-Sep-11",185000,926,1326625.8129108,389391.979957581,1935,7,3,2,0,"OLD STYLE",2,2030
"0142L00228000000",15228,"04-Oct-11",1,926,1326679.87545921,388909.111186177,1948,6,3,1,2,"OLD STYLE",2,1320
"0142M00084000000",15228,"20-Apr-11",126150,926,1327063.62540495,389049.101844981,1930,6,3,1,1,"OLD STYLE",2,1380
"0142M00136000000",15228,"19-Aug-11",176000,926,1327761.56288907,388723.102696896,1940,5,3,1,1,"OLD STYLE",2,1384
"0142M00148000000",15228,"04-Oct-11",116815,926,1327563.87544483,388763.568905026,1975,8,4,2,1,"CONVENTIONAL",2,1680
"0142M00160000000",15228,"06-Jul-11",183500,926,1327788.75043024,388888.848069936,1930,6,3,1,0,"OLD STYLE",2,1306
"0142M00168000000",15228,"25-Feb-11",227000,926,1327967.68787615,388980.303851113,1925,6,3,1,1,"OLD STYLE",2,1878
"0142M00184000000",15228,"14-Nov-11",250000,926,1327703.31289047,389054.7778797,1927,8,4,3,1,"OLD STYLE",2,1912
"0142M00198000000",15228,"10-May-11",135500,926,1327474.56289186,389004.735799313,1925,5,2,1,0,"OLD STYLE",2,1953
"0142M00208000000",15228,"01-Aug-11",225000,926,1327596.0628498,389150.760796532,1926,7,3,2,0,"OLD STYLE",2,2099
"0142M00224000000",15228,"06-Dec-11",75000,926,1327953.50031054,389331.179263368,1925,6,3,1,1,"OLD STYLE",2,1688
"0142M00230000000",15228,"08-Aug-11",1,926,1327869.62534338,389498.239741877,1925,6,2,1,0,"CONVENTIONAL",1,1432
"0142M00240000000",15228,"16-Sep-11",1,926,1327643.56296185,389380.539742485,1900,7,4,1,1,"OLD STYLE",2.5,1890
"0142N00180000000",15243,"01-Jun-11",252500,926,1324148.75048941,388300.828170851,1947,6,3,1,1,"OLD STYLE",2,1920
"0142P00063000000",15243,"09-Dec-11",1,926,1324721.31290539,388252.323547855,1937,6,3,1,1,"OLD STYLE",2,1610
"0142P00069000000",15243,"14-Jun-11",241900,926,1324875.50043888,388175.741975978,1939,6,3,1,0,"OLD STYLE",2,1968
"0142P00148000000",15243,"03-Feb-11",210000,926,1324832.25041954,388679.903877631,1936,6,3,1,1,"CAPE COD",1.5,2013
"0142P00179000000",15243,"07-Jul-11",265000,926,1325262.2545114,388345.425101772,1937,7,4,2,0,"OLD STYLE",2,1930
"0142P00204000000",15243,"29-Dec-11",110000,926,1325514.06287992,388438.071479097,1937,5,2,1,0,"COLONIAL",2,1512
"0142P00212000000",15243,"27-May-11",200000,926,1325585.06296267,388637.938515216,1940,6,3,1,1,"OLD STYLE",2,1750
"0142P00238000000",15243,"20-Jan-11",1,926,1325155.6254658,388695.622403666,1936,5,2,1,0,"OLD STYLE",2,1320
"0142R00060000000",15243,"29-Aug-11",265000,926,1325898.062814,388553.070479542,1932,7,3,2,0,"OLD STYLE",2,2030
"0142R00235000000",15228,"02-Sep-11",525862,926,1326473.81709042,388494.169522181,1930,6,3,1,1,"OLD STYLE",2,2196
"0142S00030000000",15228,"29-Sep-11",1,926,1326989.06303683,388489.776011035,1935,7,3,1,0,"OLD STYLE",2,1657
"0142S00124000000",15228,"19-May-11",206500,926,1327928.56295535,388213.617633879,1930,7,3,2,0,"OLD STYLE",2,1564
"0142S00126000000",15228,"02-Aug-11",217500,926,1327911.81286378,388176.325928584,1920,7,3,1,0,"OLD STYLE",2,1928
"0143D00150000000",15243,"12-Jul-11",332500,926,1322722.31294349,391323.854268134,1963,8,4,2,1,"COLONIAL",2,2253
"0143D00184000000",15243,"04-May-11",410000,926,1322903.00040475,390823.012905955,1969,9,4,2,1,"CONVENTIONAL",2,2686
"0143N00318000000",15243,"07-Dec-11",235500,926,1319321.56289947,388095.560785338,1965,9,4,2,1,"COLONIAL",2,1924
"0143P00200000000",15243,"02-Sep-11",275000,926,1320600.18790548,388201.907260716,1974,9,4,2,1,"COLONIAL",2,2384
"0143P00204000000",15243,"16-Feb-11",239000,926,1320443.93791968,388244.71655196,1975,7,3,2,1,"CONVENTIONAL",2,2072
"0143P00242000000",15243,"16-May-11",174400,926,1320331.37548129,388038.323540121,1976,6,3,2,1,"BI-LEVEL",1,1480
"0143P00256000000",15243,"31-May-11",239900,926,1319859.87526426,388065.059492603,1977,7,4,2,1,"CONVENTIONAL",2,2026
"0143S00200000000",15243,"16-Feb-11",131900,926,1322786.0004309,388032.310341135,1946,7,3,1,1,"CAPE COD",1,1139
"0143S00232000000",15243,"18-Aug-11",335000,926,1323047.87543622,387981.482998699,1950,10,3,2,1,"CAPE COD",1,2913
"0143S00236000000",15243,"19-Apr-11",135000,926,1323023.81294324,388082.64119783,1938,7,2,2,0,"CAPE COD",1,1216
"0250A00274000000",15234,"02-Sep-11",1,926,1332511.81293073,383273.821835771,1924,6,3,1,0,"OLD STYLE",2,1568
"0251A00006000000",15228,"29-Aug-11",445250,926,1328936.37533954,383492.340251833,1931,8,5,3,1,"OLD STYLE",2,3251
"0251A00054000000",15228,"25-Mar-11",379000,926,1328292.31703383,383523.212454364,1928,8,4,2,1,"OLD STYLE",2,2979
"0251A00092000000",15228,"04-May-11",445000,926,1328030.37531325,383634.113507852,1937,9,4,3,0,"OLD STYLE",2,2648
"0251A00108000000",15228,"01-Jun-11",258000,926,1328119.68786623,383861.272909582,1940,9,4,2,1,"OLD STYLE",2,2686
"0251A00164000000",15228,"09-Feb-11",1,926,1328513.18784213,384136.406800002,1934,6,3,1,2,"OLD STYLE",2,2178
"0251A00254000000",15228,"15-Sep-11",260000,926,1328822.12533441,383689.29460378,1932,8,4,1,2,"OLD STYLE",1.5,2269
"0251C00184000000",15234,"29-Nov-11",105500,926,1330825.37538902,383732.972357243,1939,7,3,1,1,"OLD STYLE",2,1232
"0251C00230000000",15234,"09-Mar-11",255000,926,1331039.30868147,383670.240410984,1942,9,5,2,0,"OLD STYLE",2,2509
"0251C00248000000",15234,"02-Mar-11",145000,926,1331278.56284496,383642.478420272,1930,6,3,1,0,"OLD STYLE",2,1232
"0251C00271000000",15234,"29-Dec-11",115000,926,1331010.00040911,383978.269295543,1956,6,2,1,1,"CONVENTIONAL",2,1560
"0251D00022000000",15234,"16-Jun-11",127500,926,1331571.62539881,383276.224458382,1949,5,3,1,0,"CAPE COD",1.5,1764
"0251D00050000000",15234,"22-Dec-11",163000,926,1331322.49621101,383781.689538226,1950,6,3,1,1,"CAPE COD",1.5,1275
"0251D00079000000",15234,"02-Sep-11",92500,926,1331690.87536471,383319.287422851,1949,5,2,1,0,"CAPE COD",1.5,1047
"0251D00133000000",15234,"12-Dec-11",151000,926,1331421.56703658,383925.281173363,1950,5,2,1,0,"ROW END",2,768
"0251D00133000000",15234,"12-Dec-11",151000,926,1331421.56703658,383925.281173363,1950,5,2,1,1,"ROW END",2,768
"0251D00141000000",15234,"18-Jan-11",130000,926,1331312.37546504,384065.5726327,1940,6,3,1,0,"OLD STYLE",2,1242
"0251D00152000000",15234,"15-Sep-11",145000,926,1331597.43781017,383899.517537832,1941,6,2,1,1,"CAPE COD",1.5,1325
"0251D00158000000",15234,"02-May-11",218000,926,1331684.812905,383790.153650835,1900,8,4,1,1,"OLD STYLE",2,1652
"0251D00182000000",15234,"30-Sep-11",135000,926,1332003.50440322,383389.286388591,1934,6,2,1,1,"CAPE COD",1,1260
"0251D00300000000",15234,"10-Jun-11",503500,926,1332183.49629958,383703.40178138,1860,10,4,3,0,"CONVENTIONAL",2,5690
"0251E00059000000",15228,"07-Jun-11",170106,926,1327815.18781243,382462.615681678,1927,7,3,2,0,"OLD STYLE",2,1896
"0251E00076000000",15228,"20-Dec-11",165500,926,1328051.00041804,382701.202110589,1941,6,3,2,1,"COLONIAL",2,1772
"0251E00116000000",15228,"01-Feb-11",1,926,1328460.75031489,383253.196246132,1939,6,3,3,1,"COLONIAL",2,1920
"0251E00168000000",15228,"06-Jun-11",216000,926,1328357.25039023,382397.261669934,1931,6,3,2,1,"COLONIAL",2,1734
"0251E00188000000",15228,"19-Aug-11",440000,926,1328653.22717978,382957.601033032,1930,8,4,3,1,"CONTEMPORARY",2,2735
"0251E00264000000",15228,"03-Aug-11",340000,926,1328697.75041358,383195.934952393,1930,8,3,2,1,"VICTORIAN",2,2904
"0251F00012000000",15228,"11-May-11",465000,926,1329011.37542972,382638.664491937,1939,9,4,3,2,"COLONIAL",2,2719
"0251F00112000000",15228,"18-Jul-11",506000,926,1329582.87534676,382523.776521996,1941,9,4,3,1,"OLD STYLE",2,3264
"0251F00143000000",15228,"29-Apr-11",265000,926,1330070.62955748,382607.665064946,1950,7,3,2,1,"RANCH",1,2898
"0251G00028000000",15228,"15-Nov-11",137000,926,1331161.87540501,382785.538363442,1951,6,3,1,1,"COLONIAL",2,1404
"0251G00034000000",15228,"07-Jun-11",182000,926,1331254.68798868,382659.252069414,1951,7,4,1,1,"COLONIAL",2,1560
"0251G00056000000",15228,"20-Oct-11",1,926,1330736.25037579,382794.29183419,1950,7,3,2,1,"CONVENTIONAL",1.5,2127
"0251G00074000000",15228,"20-Jun-11",190000,926,1331051.93794118,382598.481532812,1952,7,3,2,1,"CAPE COD",1.5,1950
"0251G00088000000",15228,"07-Sep-11",180000,926,1331027.37556851,382397.601452395,1952,7,4,2,1,"CONVENTIONAL",1.5,2084
"0251G00109000000",15228,"18-May-11",0,926,1330673.37539896,382628.756691813,1952,8,4,2,1,"COLONIAL",2,2152
"0251H00148000000",15228,"19-May-11",375000,926,1331473.62521765,382431.507260531,1983,11,4,2,1,"CONVENTIONAL",2,3200
"0251H00170000000",15234,"24-Aug-11",233000,926,1331403.56293055,382657.508357093,1942,8,3,1,1,"COLONIAL",2,1633
"0251H00290000000",15234,"11-Aug-11",154900,926,1332008.50048518,383190.323693529,1927,6,3,2,0,"OLD STYLE",2,1624
"0251H00302000000",15234,"14-Jul-11",74000,926,1332437.68789674,383042.110958949,1940,6,2,1,0,"OLD STYLE",2,1734
"0251J00091000000",15228,"16-May-11",345000,926,1328368.19208317,382225.416212901,1938,7,4,2,1,"OLD STYLE",2,2088
"0251J00100000000",15228,"10-May-11",480000,926,1328251.81300744,382103.98364903,1935,8,4,3,1,"OLD STYLE",2,3804
"0251J00109000000",15228,"01-Jul-11",330000,926,1328131.06282058,381972.780982241,1930,7,4,2,1,"OLD STYLE",2,1800
"0251J00168000000",15228,"26-May-11",526000,926,1328330.06294602,381902.605628267,1929,7,4,2,0,"OLD STYLE",2,2884
"0251J00273000000",15228,"12-Dec-11",1,926,1328548.56293783,381662.609936163,1953,8,4,2,1,"CAPE COD",1.5,2714
"0251K00057000000",15228,"29-Jun-11",380000,926,1329152.18771425,382049.124687016,1952,9,4,2,2,"RANCH",1,2572
"0251K00128000000",15228,"03-Jun-11",300000,926,1329333.68788007,382068.839729518,1955,7,3,2,1,"COLONIAL",2,2143
"0251L00038000000",15228,"29-Aug-11",255000,926,1330113.31298184,381547.598717481,1980,9,4,2,1,"COLONIAL",2,2016
"0251M00214000000",15228,"09-Sep-11",185000,926,1331345.62536891,381852.459402248,1984,8,4,2,1,"COLONIAL",2,1944
"0251N00048000000",15228,"19-Aug-11",285000,926,1328025.93787475,381432.580807894,1954,6,3,2,0,"CAPE COD",1.5,2395
"0251N00103000000",15228,"05-May-11",346500,926,1328696.93780603,381290.599551514,1954,8,4,2,0,"CONVENTIONAL",2,2259
"0251P00033000000",15228,"19-Apr-11",250000,926,1329000.77119191,381284.224073067,NA,NA,NA,NA,NA,"",NA,NA
"0251P00830000000",15234,"29-Aug-11",208000,926,1329584.43791935,380784.154009268,1993,6,3,2,0,"CONDO",2,1976
"0251R00012000000",15228,"05-May-11",222000,926,1330507.37538302,380698.288056597,1980,8,4,2,1,"COLONIAL",2,2200
"0252A00232000000",15228,"07-Feb-11",113500,926,1324305.90869507,384044.032908008,1950,6,3,1,0,"CONVENTIONAL",2,1232
"0252A00238000000",15228,"13-Dec-11",1,926,1324217.5711742,383912.271500811,1956,6,3,1,1,"RANCH",1,1110
"0252B00070000000",15228,"14-Sep-11",481500,926,1325178.24621065,383899.11695528,1931,8,3,1,1,"OLD STYLE",2,1794
"0252B00142000000",15228,"12-Apr-11",1,926,1324923.05873287,383622.326334536,1949,6,3,3,0,"OLD STYLE",2,1554
"0252C00014000000",15228,"17-Jun-11",249900,926,1325602.9379048,384292.436955094,1948,8,3,2,1,"OLD STYLE",2,1835
"0252C00030000000",15228,"09-Aug-11",350000,926,1325596.81289956,383994.808671564,1953,9,5,2,2,"CONVENTIONAL",2,3401
"0252C00091000000",15228,"17-Aug-11",170000,926,1326225.18787931,384225.960517064,1945,9,4,3,2,"OLD STYLE",1,2516
"0252C00110000000",15228,"25-Aug-11",267000,926,1325876.93792647,383772.741255015,1930,7,3,1,1,"COLONIAL",2,1672
"0252C00171000000",15228,"30-Mar-11",470000,926,1326502.43794332,384198.82291536,1930,9,4,3,1,"OLD STYLE",2,3500
"0252D00042000000",15228,"05-Dec-11",394500,926,1327072.50028196,384128.403876096,1930,8,3,2,1,"OLD STYLE",2,2050
"0252D00089000000",15228,"23-May-11",580000,926,1326771.68799257,383639.195505127,1930,7,3,1,1,"CONVENTIONAL",1.5,2699
"0252D00131000000",15228,"05-Aug-11",1,926,1327145.37537426,383604.914520547,1929,9,5,2,1,"OLD STYLE",2,2800
"0252D00168000000",15228,"10-Mar-11",360000,926,1327647.56296925,384147.224371493,1929,8,3,2,1,"OLD STYLE",2,3115
"0252D00217000000",15228,"10-Mar-11",275500,926,1327505.00037843,383357.98412469,1929,9,3,2,0,"CONVENTIONAL",2,1956
"0252D00235000000",15228,"17-Nov-11",0,926,1327752.37538117,383616.84433651,1934,8,4,2,1,"CAPE COD",1.5,2180
"0252F00044000000",15228,"31-Jan-11",1,926,1325156.1878911,382953.51947397,1932,7,3,2,1,"OLD STYLE",2,2414
"0252F00058000000",15228,"14-Jun-11",252000,926,1325191.00036755,383205.807067603,1949,7,4,2,0,"CAPE COD",1,1779
"0252F00086000000",15228,"18-May-11",225000,926,1324922.81291424,383309.677126274,1950,8,3,1,2,"CONVENTIONAL",2,1560
"0252F00189000000",15228,"08-Jul-11",150000,926,1324942.62541145,383135.113603592,1951,6,2,2,0,"RANCH",1,1370
"0252F00350000300",15228,"18-Aug-11",1862,926,1324451.00045419,382595.797697559,1984,5,2,1,1,"CONDO",2,1088
"0252G00006000000",15228,"22-Feb-11",1,926,1325391.87540555,383149.097241566,1960,7,3,2,0,"CAPE COD",1.8,2293
"0252G00075000000",15228,"24-Mar-11",420000,926,1325620.06288192,382525.364597648,1958,8,4,3,1,"RANCH",1,1884
"0252G00138000000",15228,"07-Jul-11",600000,926,1325884.93794125,382721.72268185,1951,8,4,3,1,"RANCH",1,4259
"0252G00144000000",15228,"23-Feb-11",632900,926,1325866.43793128,382603.270681068,1952,9,3,3,0,"RANCH",1,3317
"0252G00199000000",15228,"23-Feb-11",245000,926,1326386.93789953,383215.991716743,1940,7,3,2,1,"OLD STYLE",2,2132
"0252G00238000000",15228,"19-Oct-11",1,926,1326469.87962861,383020.831113547,1927,7,3,2,0,"OLD STYLE",1.5,2487
"0252G00262000000",15228,"28-Sep-11",180000,926,1326385.62541226,382499.416040614,1926,7,3,2,0,"CAPE COD",1.5,2117
"0252H00004000000",15228,"04-May-11",475000,926,1326615.50035839,383359.190139025,1933,8,3,2,1,"OLD STYLE",2,3496
"0252H00054000000",15228,"03-Aug-11",270000,926,1327116.81289721,383231.266217709,1939,7,3,2,0,"COLONIAL",2,1884
"0252H00056000000",15228,"06-Jun-11",275000,926,1327082.00032377,383178.552132383,1939,6,3,2,0,"OLD STYLE",2,1500
"0252H00088000000",15228,"17-Mar-11",149500,926,1326575.62537558,382534.574408621,1940,7,3,2,0,"CAPE COD",1.5,1425
"0252H00217000000",15228,"01-Feb-11",1,926,1327310.37543686,382731.491621122,1960,9,4,3,1,"RANCH",1,2071
"0252H00255000000",15228,"21-Oct-11",157450,926,1327566.6211469,382976.543031693,1959,6,3,2,1,"RANCH",1,1406
"0252K00100001400",15228,"15-Sep-11",53000,926,1325214.24618022,382082.712627873,NA,NA,NA,NA,NA,"",NA,NA
