# Source: Pittsburgh Neighborhood and Community Information System at the University Center for Social and Urban Research
# http://www.ucsur.pitt.edu/thepub.php?pl=370
# http://surveyweb1.ucsur.pitt.edu/files/thepub/000089/Sales1011.zip
#
# Transformations:
# (1) removed non-Mt. Lebanon properties
# (2) removed columns that didn't contain quantitative or categorical info
#     (e.g., personally identifying information)
"MAPBLOLOT","PROPERTYZIP","SALEDATE","SALEPRICE","MUNICODE","X","Y","YEARBUILT","TOTALROOMS","BEDROOMS","FULLBATHS","HALFBATHS","STYLE_DESC","STORIES","FINISHEDLI"
"0141G00021000000",15228,"27-Oct-10",188000,926,1331430.24825549,389973.182648096,1949,6,3,1,1,"CAPE COD",1.5,1652
"0141G00085000000",15228,"03-Nov-10",312000,926,1330548.05381696,389487.507786583,1990,6,3,2,1,"TOWNHOUSE",1,1694
"0141H00022000000",15228,"09-Sep-10",1,926,1331887.60709295,389567.107743826,1951,4,2,1,0,"RANCH",1,952
"0141H00049000000",15228,"19-Jan-10",200000,926,1331962.97300377,389687.742707944,1928,8,4,2,0,"OLD STYLE",2,2328
"0141H00100000000",15228,"20-Jan-10",130000,926,1331987.20066981,389857.612719967,1948,6,2,1,0,"CAPE COD",1,1352
"0141H00108000000",15228,"29-Jun-10",160500,926,1332184.6810934,389732.231013342,1949,5,3,1,0,"OLD STYLE",2,1100
"0141H00118000000",15228,"18-Feb-10",174900,926,1332309.46972555,389510.342722537,1940,6,3,1,0,"OLD STYLE",2,1404
"0141H00188000000",15228,"27-Jul-10",10,926,1331560.3408708,389975.589500025,1927,6,3,1,1,"OLD STYLE",2,2155
"0141H00200000000",15228,"20-Dec-10",164000,926,1331606.3526089,390136.316108584,1948,6,2,1,1,"OLD STYLE",2,1226
"0141H00218000000",15228,"24-Nov-10",1,926,1331803.18067534,390234.731091318,1933,6,2,1,0,"OLD STYLE",2,1320
"0141H00228000000",15228,"21-Jun-10",170000,926,1331553.58499873,390278.721025907,1939,6,3,1,0,"OLD STYLE",2,2510
"0141H00266000000",15228,"10-Sep-10",146888,926,1332094.58744174,390310.671045049,1946,6,3,1,0,"COLONIAL",2,1144
"0141J00025010700",15228,"12-Aug-10",160000,926,1328868.54951847,389313.852682949,1980,5,2,2,0,"CONDO",1,1410
"0141J00025021100",15228,"10-Aug-10",138290,926,1328881.28117524,389318.547573755,1980,5,2,2,0,"CONDO",1,1410
"0141J00025041100",15228,"01-Dec-10",135900,926,1328891.98822125,389339.981068868,1980,6,3,2,0,"CONDO",1,1325
"0141J00025100500",15228,"28-Jul-10",172500,926,1328915.58367634,389397.349402863,1980,5,2,2,0,"CONDO",1,1808
"0141J00025120400",15228,"01-Oct-10",162000,926,1328919.9203528,389416.126076261,1980,5,2,2,0,"CONDO",1,1354
"0141J00231000000",15228,"19-Apr-10",186000,926,1328481.06493523,389073.830993592,1925,7,3,1,1,"CAPE COD",1.8,1718
"0141J00333000000",15228,"03-Dec-10",1,926,1328280.98891291,389460.340963015,1915,7,3,1,1,"OLD STYLE",2,2241
"0141K00010000000",15228,"30-Jul-10",290642,926,1330178.08970057,389463.9410646,1989,7,3,3,1,"TOWNHOUSE",2,2259
"0141K00175A00100",15228,"23-Nov-10",1,926,1329409.38228752,389203.916673327,1940,5,2,1,0,"CONDO",1,1249
"0141K00175A00400",15228,"31-Mar-10",100000,926,1329444.07834138,389213.163037096,1940,5,2,1,0,"CONDO",1,1249
"0141K00175C00200",15228,"12-May-10",110000,926,1329495.66727486,389351.920913835,1940,5,2,1,0,"CONDO",1,1137
"0141K00321000000",15228,"10-Sep-10",1,926,1329662.40475884,388655.160914815,1925,8,4,2,1,"CAPE COD",2,1744
"0141L00057000000",15228,"22-Jul-10",10,926,1330999.72742089,388561.351031923,1927,8,4,2,0,"OLD STYLE",2,1836
"0141L00061000000",15228,"15-Sep-10",1,926,1330934.85945667,388644.111011822,1930,7,3,1,0,"OLD STYLE",2,1648
"0141L00109000000",15228,"27-Jul-10",142000,926,1330929.15135225,388813.479432947,1925,6,3,1,0,"OLD STYLE",2,1336
"0141L00113000000",15228,"08-Jun-10",116000,926,1331010.03385471,388756.831119269,1930,6,3,1,0,"OLD STYLE",2,1120
"0141L00203000000",15228,"15-Nov-10",1,926,1331195.65014673,388955.585996574,1937,6,3,1,1,"CAPE COD",1.5,1549
"0141L00296000000",15228,"17-Nov-10",1639,926,1330665.64645683,389449.611004834,1989,6,2,3,2,"TOWNHOUSE",2,2168
"0141L00301000700",15228,"22-Nov-10",342500,926,1330328.14943168,389266.192671748,1989,7,3,3,1,"TOWNHOUSE",2,2078
"0141L00302000300",15228,"08-Apr-10",260500,926,1330518.55135498,389293.89275043,1989,6,3,3,1,"TOWNHOUSE",1,1763
"0141L00335000000",15228,"25-Jun-10",399900,926,1331343.87562391,389319.046192262,NA,NA,NA,NA,NA,"",NA,NA
"0141M00085000000",15228,"28-Apr-10",10,926,1331618.77835715,388671.18110885,1928,6,3,1,0,"OLD STYLE",2,1104
"0141M00166000000",15228,"29-Sep-10",1,926,1332180.86586505,388547.84436561,1958,6,3,1,0,"COLONIAL",2,1232
"0141M00178000000",15228,"19-Jan-10",160000,926,1332280.07691176,388679.906107068,1927,6,2,1,0,"CONTEMPORARY",1,1180
"0141M00253000000",15228,"22-Oct-10",164900,926,1332200.03278855,389028.519418591,1930,6,3,1,0,"OLD STYLE",2,1440
"0141M00390000000",15228,"03-Nov-10",190000,926,1332586.45915949,389406.077703736,1936,6,3,1,1,"CAPE COD",1,1257
"0141N00102000000",15228,"25-Jun-10",361000,926,1328852.45530366,387809.307706999,1930,9,5,2,1,"COLONIAL",2,2757
"0141N00114000000",15228,"13-Dec-10",0,926,1328578.99087716,387770.351020335,2004,6,3,2,1,"CONVENTIONAL",1.5,2648
"0141N00143000000",15228,"15-Apr-10",1100000,926,1328317.7153159,388058.95440965,1921,11,6,2,1,"COLONIAL",2,4404
"0141N00159000000",15228,"01-Sep-10",67000,926,1328270.86631319,388580.797731681,1928,6,3,1,0,"OLD STYLE",2,1585
"0141N00181000000",15228,"15-Jan-10",1,926,1328444.76709315,388625.644375267,1960,8,4,2,1,"COLONIAL",2,2040
"0141N00306000000",15228,"21-Jul-10",0,926,1328208.23680671,388537.314300691,1929,7,3,2,0,"OLD STYLE",2.5,1687
"0141N00310000000",15228,"07-Jun-10",173000,926,1328259.8972427,388626.166071085,1936,6,3,1,0,"OLD STYLE",2,1330
"0141P00044000000",15228,"15-Jul-10",227000,926,1330157.30980111,387730.99277197,1925,8,3,3,0,"CAPE COD",1,2376
"0141P00046000000",15228,"15-Jul-10",227000,926,1330140.48991018,387808.994326217,NA,NA,NA,NA,NA,"",NA,NA
"0141P00057000000",15228,"29-Mar-10",1,926,1329907.06263429,387923.741026025,1930,5,2,1,1,"OLD STYLE",2,2139
"0141P00134000000",15228,"20-Jul-10",185000,926,1329735.6265853,388146.137636889,1928,5,2,1,1,"ROW END",2,1368
"0141P00304000000",15228,"13-Apr-10",97850,926,1329518.89786902,388358.21935088,1927,5,2,1,0,"OLD STYLE",2,1328
"0141P00340000000",15228,"22-Oct-10",1,926,1329375.82672339,388269.721129824,1955,6,3,1,1,"COLONIAL",2,1232
"0141P00388000000",15228,"19-Jul-10",1,926,1329246.34926906,387824.65292069,NA,NA,NA,NA,NA,"",NA,NA
"0141R00146000000",15228,"22-Jun-10",95750,926,1330865.44794585,388569.64610688,1928,5,2,1,0,"ROW END",2,1007
"0141R00276000000",15228,"19-Feb-10",1,926,1330327.02240028,388266.707786381,1934,5,2,2,0,"OLD STYLE",2,1532
"0141S00093000000",15228,"31-Mar-10",1,926,1332561.61137848,388305.089356766,1925,7,3,1,0,"OLD STYLE",2,1702
"0141S00154000000",15228,"04-Jun-10",130000,926,1332348.9152466,387784.142582021,1946,5,2,1,0,"MULTI-FAMILY",2,2128
"0142A00161000000",15243,"31-Aug-10",1,926,1323448.79009665,390580.649394165,1967,8,4,2,1,"CONVENTIONAL",2,2340
"0142B00054000000",15243,"06-Aug-10",218000,926,1324713.00475003,391084.187703375,1967,7,4,1,1,"COLONIAL",2,1617
"0142C00046000000",15243,"08-Sep-10",169600,926,1326377.39857111,390684.852694579,1923,7,3,1,1,"OLD STYLE",2,1960
"0142C00064000000",15243,"20-Dec-10",200000,926,1326194.04476366,391010.414415907,1881,10,3,1,1,"OLD STYLE",2,2176
"0142C00105000000",15243,"30-Aug-10",135000,926,1326784.34496376,390469.692698669,1947,10,4,2,0,"MULTI-FAMILY",2,2088
"0142C00130000000",15243,"10-Aug-10",220000,926,1326639.91873832,390841.652733995,1937,6,3,2,0,"OLD STYLE",2,1650
"0142C00134000000",15243,"01-Sep-10",106000,926,1326594.62111704,390929.88620588,1947,6,3,1,0,"OLD STYLE",2,1232
"0142D00038000000",15228,"14-Oct-10",330000,926,1327925.47651789,390423.106050707,1925,9,4,2,1,"OLD STYLE",2,2469
"0142D00048000000",15228,"30-Apr-10",1,926,1327692.58072194,390492.264330364,1928,14,6,2,2,"MULTI-FAMILY",2,3858
"0142E00132000000",15243,"18-Feb-10",1,926,1323908.1892325,390245.329397369,1955,7,4,2,1,"CAPE COD",1.5,1988
"0142E00155000000",15243,"20-May-10",280000,926,1324365.70275812,390247.681012375,1956,9,4,2,2,"CAPE COD",1.5,2300
"0142E00223000000",15243,"08-Sep-10",149000,926,1323886.3081862,389702.214369092,1948,5,3,1,0,"CAPE COD",1.5,1275
"0142F00104000000",15243,"21-Jul-10",179000,926,1325364.06313036,389772.901076717,1947,7,3,1,1,"OLD STYLE",2,1472
"0142F00132000000",15243,"02-Jun-10",134000,926,1325175.71938107,389811.721074701,1957,7,3,1,1,"CONVENTIONAL",2,1596
"0142F00154000000",15243,"13-Dec-10",156500,926,1324587.23010989,389695.869388723,1955,7,3,2,0,"RANCH",1,1232
"0142F00162000000",15243,"13-Jul-10",1,926,1324821.73264804,389778.596053079,1956,8,4,2,1,"COLONIAL",2,1715
"0142F00164000000",15243,"26-Jan-10",280000,926,1324864.32890303,389831.076084469,1956,10,5,3,0,"CAPE COD",1.5,2496
"0142F00218000000",15243,"03-Mar-10",137240,926,1324716.42931544,389852.277691839,1955,6,3,1,1,"RANCH",1,1242
"0142G00014000000",15243,"13-Dec-10",290000,926,1325896.36955595,389669.525999891,1937,8,4,2,2,"COLONIAL",2,2504
"0142G00042000000",15243,"05-May-10",268000,926,1325860.56674075,389949.837699471,1937,7,3,1,2,"OLD STYLE",2,2046
"0142G00116000000",15243,"19-Feb-10",192000,926,1325969.28956093,390273.965985477,1925,7,4,1,0,"OLD STYLE",2,1550
"0142G00156000000",15243,"16-Apr-10",229900,926,1326698.48651445,389573.776095512,1931,6,3,1,0,"OLD STYLE",2,1480
"0142G00168000000",15243,"01-Oct-10",172780,926,1326526.75347412,389811.272739133,1930,6,3,1,1,"OLD STYLE",2,1740
"0142G00200000000",15243,"29-Apr-10",1,926,1326098.57975466,390484.512707471,1935,7,4,2,0,"OLD STYLE",2,1700
"0142G00236000000",15243,"02-Nov-10",1,926,1326724.80624801,389767.992669194,1955,7,3,2,0,"CAPE COD",1.5,2003
"0142H00016000002",15243,"13-Aug-10",1,926,1326955.44042633,390240.541000112,1947,5,2,1,0,"ROW END",2,986
"0142H00255000000",15228,"22-Mar-10",274900,926,1327680.60021302,390273.861126145,1920,8,4,2,0,"OLD STYLE",2,2480
"0142H00277000000",15228,"20-Jan-10",85000,926,1327301.2073024,390356.582671384,1949,5,2,1,0,"ROW END",2,1360
"0142H00280000000",15228,"25-Feb-10",80000,926,1327252.80113861,390231.151094652,1917,5,3,1,0,"ROW END",2,1704
"0142J00055000000",15243,"17-Sep-10",1,926,1323952.11216445,389208.112739209,1992,8,4,1,1,"CONVENTIONAL",2,2490
"0142J00104000000",15243,"02-Mar-10",179900,926,1324298.68125568,389122.137706144,1937,6,3,2,0,"OLD STYLE",2,1440
"0142J00122000000",15243,"20-Dec-10",178000,926,1324425.63349914,389376.856050097,1925,8,3,1,0,"OLD STYLE",2,1710
"0142J00176000000",15243,"25-Oct-10",1,926,1323963.10006007,389587.01268712,1947,6,3,1,1,"COLONIAL",2,1232
"0142J00212000000",15243,"18-Feb-10",148000,926,1323694.93862594,389197.07435423,1948,6,3,1,1,"COLONIAL",2,1232
"0142K00004000000",15243,"20-May-10",216000,926,1324501.44097508,389620.00097878,1955,6,3,2,1,"CAPE COD",1.8,1923
"0142K00036000000",15243,"04-Aug-10",10,926,1324786.57091967,389493.502602837,1958,8,4,1,1,"CONVENTIONAL",2,1677
"0142L00006000000",15243,"09-Feb-10",206000,926,1325678.76761739,388873.819373068,1936,8,3,1,1,"OLD STYLE",2,1531
"0142L00028000000",15243,"02-Aug-10",195000,926,1325766.36425461,389021.419368467,1987,6,4,2,1,"CONVENTIONAL",2,2028
"0142L00078000000",15243,"23-Jun-10",214900,926,1325835.43650008,389381.527739744,1951,7,3,2,1,"CONVENTIONAL",2,1607
"0142L00086000000",15243,"08-Oct-10",165900,926,1325718.57923788,389544.21604347,1940,6,3,1,0,"OLD STYLE",2,1389
"0142L00152000000",15243,"19-May-10",260000,926,1326150.78417939,389542.411018051,1939,6,3,1,1,"OLD STYLE",2,1980
"0142L00202000000",15228,"26-Aug-10",150000,926,1326668.37912973,389156.949394247,1950,6,3,1,1,"CAPE COD",1.5,1403
"0142L00272000000",15243,"10-May-10",1,926,1326007.02244837,388878.302687466,1948,9,4,2,2,"OLD STYLE",1,2011
"0142L00274000000",15243,"18-Oct-10",327000,926,1325976.09744984,388821.592737968,1929,7,3,1,1,"OLD STYLE",2,1949
"0142L00278000000",15243,"20-May-10",210000,926,1325945.93693363,388724.799400672,1948,5,3,1,0,"OLD STYLE",2,1232
"0142M00146000000",15228,"29-Dec-10",1,926,1327600.34901327,388664.840999899,1975,8,4,2,1,"CONVENTIONAL",2,1944
"0142M00148000000",15228,"29-Dec-10",1,926,1327578.14191225,388772.667768191,1975,8,4,2,1,"CONVENTIONAL",2,1680
"0142N00006000000",15243,"02-Apr-10",153000,926,1323523.21627795,388820.156041274,1957,6,3,2,1,"RANCH",1,1264
"0142N00009000000",15243,"30-Jul-10",0,926,1323475.57166538,388781.719357815,1952,7,3,1,1,"RANCH",1,1041
"0142N00188000000",15243,"16-Apr-10",155500,926,1324191.70017377,388000.788236503,1950,5,2,1,1,"RANCH",1,1204
"0142N00198000000",15243,"12-Mar-10",221000,926,1324387.70274132,387901.066021193,1950,7,3,1,1,"CONVENTIONAL",2,1704
"0142N00206000000",15243,"05-Nov-10",199000,926,1324330.95547181,388151.439390756,1952,6,3,1,1,"CONVENTIONAL",2,2504
"0142N00230000000",15243,"12-Apr-10",1,926,1324322.15595741,388699.106139697,1951,6,2,2,0,"RANCH",1,2068
"0142P00100000000",15243,"27-Jan-10",177100,926,1325472.94955586,388097.056079928,1951,6,3,1,1,"CAPE COD",1.8,1806
"0142P00118000000",15243,"17-Feb-10",1,926,1325158.75958137,388240.214415679,1951,6,3,1,1,"RANCH",1,988
"0142S00022000000",15228,"20-Apr-10",1,926,1326786.56195424,388460.591122061,1935,8,4,1,1,"OLD STYLE",2,2329
"0142S00026000000",15228,"21-Jun-10",264000,926,1326874.99585607,388509.577727659,1935,6,3,1,1,"OLD STYLE",2,2095
"0142S00052000000",15228,"05-Nov-10",0,926,1327171.32618093,388461.341031416,1940,7,4,2,1,"CAPE COD",1,1596
"0142S00126000000",15228,"30-Dec-10",95000,926,1327894.99762563,388184.96609793,1920,7,3,1,0,"OLD STYLE",2,1928
"0143D00152000000",15243,"19-Nov-10",410000,926,1322739.28167988,391393.282711561,1963,8,4,2,1,"COLONIAL",2,2656
"0143H00362000000",15243,"27-Jan-10",656250,926,1323206.72311364,390392.460993564,1968,9,4,1,2,"COLONIAL",2,2520
"0143N00280000000",15243,"16-Apr-10",356000,926,1319392.83114381,388227.331084425,1989,11,5,2,2,"COLONIAL",2,3332
"0143N00316000000",15243,"08-Nov-10",280000,926,1319402.99420107,388092.057716308,1964,10,4,2,1,"CONVENTIONAL",2,2120
"0143N00340000000",15243,"14-Apr-10",198000,926,1318928.28432301,388414.415985051,1971,6,3,2,0,"BI-LEVEL",1,1315
"0143S00248000000",15243,"20-May-10",10,926,1322968.03751381,388356.80102521,1953,6,3,2,0,"CAPE COD",1.5,1403
"0191A00019000000",15228,"16-Jun-10",284500,926,1333633.73087805,387397.155998037,1939,8,4,1,1,"OLD STYLE",2,2648
"0191A00149000000",15228,"09-Mar-10",1,926,1333267.5033868,387300.01604698,1950,7,3,1,1,"RANCH",1,1340
"0191A00213000000",15228,"06-Aug-10",205000,926,1333024.00003737,387437.802653837,1950,7,3,1,1,"CONVENTIONAL",2,1891
"0191A00215000000",15228,"25-Mar-10",165000,926,1333059.17154985,387477.86610185,1939,6,3,1,0,"OLD STYLE",2,1284
"0191B00046000000",15228,"29-Dec-10",220000,926,1334214.86905596,387265.829386548,1938,7,3,2,0,"CAPE COD",1.5,1165
"0191B00098000000",15228,"12-Jul-10",176000,926,1334610.68004811,387424.246034851,1937,6,3,1,0,"OLD STYLE",2,1376
"0191B00162000000",15228,"28-Jun-10",163500,926,1333744.33113439,387465.406088545,1948,6,3,1,1,"OLD STYLE",2,1432
"0191B00190000000",15228,"26-May-10",259900,926,1333867.74053606,387013.210995206,1938,8,4,1,1,"OLD STYLE",2,2244
"0191B00208000000",15228,"02-Feb-10",226450,926,1333771.14940389,386780.592704937,1940,6,3,2,1,"OLD STYLE",2,1598
"0191E00066000000",15228,"15-Nov-10",1,926,1333259.14828607,386644.175998555,1947,8,3,1,1,"OLD STYLE",2,1418
"0191E00080000000",15228,"26-Apr-10",226000,926,1332959.51423174,386363.744412558,1954,7,3,1,1,"CONVENTIONAL",2,1554
"0191E00108000000",15234,"09-Nov-10",5500,926,1332648.38734694,386182.229400193,NA,NA,NA,NA,NA,"",NA,NA
"0191E00110000000",15234,"09-Nov-10",5500,926,1332687.09154554,386206.885998696,NA,NA,NA,NA,NA,"",NA,NA
"0191F00004000000",15228,"15-Sep-10",137000,926,1333710.8469902,386689.964394534,1925,6,2,1,1,"OLD STYLE",1.5,1530
"0191L00070000000",15234,"30-Sep-10",300000,926,1334967.28921395,385722.421106536,1907,8,4,1,2,"OLD STYLE",2,2970
"0192B00200000000",15228,"21-Jun-10",215000,926,1329820.59141843,386872.091100095,1953,7,2,2,0,"OLD STYLE",2,2088
"0192C00126000000",15228,"03-Mar-10",1,926,1330965.78928534,387249.704291898,1926,7,3,1,1,"OLD STYLE",2,1643
"0192C00219000000",15228,"07-Jun-10",216900,926,1330827.08726477,386977.369332509,1925,7,2,1,1,"RANCH",1,1377
"0192C00225000000",15228,"25-Oct-10",102500,926,1330728.86713875,387065.594300055,1930,6,3,1,0,"CAPE COD",1,1080
"0192C00239000000",15228,"16-Sep-10",1,926,1330435.18686516,387201.942847871,1926,5,2,1,0,"OLD STYLE",1.8,1499
"0192C00294000000",15228,"01-Dec-10",115000,926,1330318.81501084,387302.177717977,1922,6,3,1,0,"COLONIAL",2,1656
"0192C00320000000",15228,"13-Jan-10",0,926,1330524.12070656,387478.915974947,1928,6,3,1,1,"OLD STYLE",2,1786
"0192D00182000000",15234,"19-May-10",69000,926,1331834.9844281,387483.82772641,1920,5,2,1,0,"COLONIAL",2,1400
"0192D00225000000",15228,"06-Aug-10",207500,926,1332146.52975943,387318.946004906,1935,6,3,1,1,"OLD STYLE",2,1444
"0192D00274000000",15228,"26-Aug-10",1,926,1332365.86373471,387568.782734133,1946,6,3,1,0,"ROW END",2,1008
"0192D00302000000",15228,"03-Sep-10",1,926,1332505.83042487,387480.306062907,1948,6,3,1,0,"ROW END",2,1008
"0192D00303000000",15228,"03-Sep-10",1,926,1332462.26669805,387469.026129916,1948,6,3,1,0,"ROW END",2,1008
"0192E00031000000",15228,"22-Jun-10",1,926,1329058.36286717,386440.891074269,1967,8,4,2,2,"CONVENTIONAL",2,2335
"0192E00089000000",15228,"16-Jul-10",302500,926,1328454.66932315,386791.650988419,1929,8,4,2,1,"OLD STYLE",2,1942
"0192E00117000000",15228,"10-Jun-10",447500,926,1328666.57323039,386323.261031819,1926,8,3,2,1,"OLD STYLE",2.5,3426
"0192E00120000000",15228,"24-May-10",498500,926,1328700.21359022,386272.644359011,1928,7,4,2,1,"OLD STYLE",2,2783
"0192E00158000000",15228,"09-Nov-10",367000,926,1328459.92764709,386273.402731423,1926,7,5,2,1,"OLD STYLE",2.5,2812
"0192E00179000000",15228,"03-Nov-10",265000,926,1328310.15487551,386426.321076535,1925,8,4,3,1,"OLD STYLE",2,2961
"0192E00246000000",15228,"03-Sep-10",260000,926,1328223.95959657,386815.46772147,1935,7,3,2,1,"OLD STYLE",1.5,2166
"0192F00037000000",15228,"25-Aug-10",479900,926,1330156.83099854,386183.404443957,1925,8,3,2,1,"OLD STYLE",2,2693
"0192G00015000000",15228,"17-Mar-10",1,926,1330298.96266235,385992.76939442,1928,8,4,3,1,"OLD STYLE",2,2161
"0192G00030000000",15228,"07-Jan-10",432500,926,1330580.06621502,385934.985999117,1926,10,5,3,1,"TUDOR",2,2914
"0192G00048000000",15228,"07-Sep-10",1,926,1330380.77515149,386242.07604734,1925,11,5,3,0,"TUDOR",2,3160
"0192G00234000000",15228,"06-Oct-10",154200,926,1330986.5394609,386584.012750536,1948,6,3,1,1,"COLONIAL",2,1670
"0192G00237000000",15228,"01-Jul-10",210000,926,1330928.1116761,386602.174428082,1925,6,3,2,0,"COLONIAL",2,1440
"0192J00026000000",15228,"08-Jul-10",405900,926,1328145.8632148,385864.33434093,1929,9,4,2,2,"TUDOR",2,2925
"0192J00064000000",15228,"07-Jun-10",232000,926,1328627.58904911,385792.262664461,1953,8,4,2,1,"CONVENTIONAL",1.5,1890
"0192J00088000000",15228,"14-May-10",482000,926,1328440.68889081,385698.427722665,1950,10,5,2,2,"COLONIAL",2,2778
"0192J00160000000",15228,"20-Jan-10",348000,926,1328552.7129222,385318.966075515,1960,9,4,2,1,"COLONIAL",2,2427
"0192J00172000000",15228,"26-Aug-10",462000,926,1328940.4627913,385180.416100979,1988,8,4,3,1,"CONTEMPORARY",2,3702
"0192K00036000000",15228,"16-Dec-10",250000,926,1329737.99405306,385668.244252998,1925,8,4,3,1,"COLONIAL",2,2174
"0192K00048000000",15228,"29-Jun-10",221500,926,1329974.49556511,385462.816111306,1930,7,3,1,0,"OLD STYLE",2,1458
"0192K00050000000",15228,"19-Aug-10",1,926,1329999.42735743,385420.06942033,1946,7,3,1,0,"OLD STYLE",2,1344
"0192K00060000000",15228,"25-Jun-10",160000,926,1330058.91917546,385164.03104601,1952,5,2,1,1,"CAPE COD",1,1001
"0192K00100000000",15228,"17-May-10",290000,926,1329485.79481006,385701.674316196,1963,10,5,2,2,"COLONIAL",2,2320
"0192K00192000000",15228,"05-Apr-10",212000,926,1329059.84728724,385470.989359536,1948,7,3,1,1,"COLONIAL",2,1544
"0192L00120000000",15228,"25-Mar-10",315000,926,1330667.554071,385379.489519466,1941,7,3,1,1,"CAPE COD",1,2280
"0192L00210000000",15228,"08-Jun-10",152000,926,1330160.45624159,385109.211082759,1952,8,4,1,1,"COLONIAL",2,1036
"0192P00019000000",15228,"23-Jul-10",335000,926,1329916.27906774,384274.415993293,1933,8,3,2,0,"OLD STYLE",2,2261
"0192P00030000000",15228,"03-Sep-10",1,926,1329573.60818409,384162.601143888,1950,12,6,2,0,"MULTI-FAMILY",2,2378
"0192P00116000000",15228,"13-May-10",1,926,1329086.79489701,384803.919372077,1960,7,3,2,1,"RANCH",1,1793
"0192P00310000000",15228,"08-Sep-10",1150000,926,1329381.07348803,384718.007791292,1993,9,4,3,2,"CONVENTIONAL",2,5973
"0192R00040000000",15234,"17-Sep-10",203000,926,1330751.05017166,384932.414327492,1956,7,3,1,1,"COLONIAL",2,1176
"0192R00152000000",15234,"30-Sep-10",1,926,1330917.42304241,384517.206010292,1940,7,3,2,0,"CAPE COD",1,2040
"0192R00164000000",15234,"25-Oct-10",305000,926,1330700.83266613,384392.03104994,1953,9,4,2,1,"COLONIAL",2,2400
"0192R00204000000",15234,"25-Feb-10",62000,926,1331029.64378825,384115.921072041,1941,6,3,1,1,"COLONIAL",2,1298
"0192R00212000000",15234,"02-Jun-10",1,926,1331234.50597853,384195.31106292,1936,5,2,1,0,"OLD STYLE",2,1207
"0192R00228000000",15234,"30-Jun-10",221250,926,1331162.67040069,384436.51436007,1947,7,3,1,0,"RANCH",1,1354
"0192S00246000000",15234,"02-Mar-10",132000,926,1331515.20631817,384333.191052379,1945,6,3,1,0,"COLONIAL",2,1232
"0192S00282000000",15234,"23-Apr-10",1,926,1331347.80661036,384828.60602475,1955,8,4,2,0,"RANCH",1,2432
"0193A00032000000",15243,"31-Aug-10",175000,926,1323273.01431624,387197.88115881,1939,7,3,1,2,"OLD STYLE",2,2230
"0193A00077000000",15243,"19-May-10",115000,926,1323515.36536895,387046.056158005,1951,5,3,1,0,"RANCH",1,1254
"0193B00018000000",15243,"04-Feb-10",95000,926,1324485.46330274,387492.182703293,1951,6,3,1,0,"RANCH",1,1137
"0193B00186000000",15243,"18-Jun-10",1,926,1325098.23601357,387277.852788715,1965,7,3,2,0,"RANCH",1,2704
"0193B00204000000",15243,"01-Mar-10",325000,926,1324945.00800316,387104.616049045,1958,7,4,2,1,"CAPE COD",1,3000
"0193B00218000000",15228,"09-Sep-10",1,926,1325304.14898518,387061.189341173,1955,6,3,1,1,"RANCH",1,1153
"0193D00056000000",15228,"16-Nov-10",506297,926,1327696.59931134,386863.819350146,1932,8,4,3,1,"OLD STYLE",2,2122
"0193D00070000000",15228,"07-May-10",397000,926,1327883.40951354,386979.831091097,1921,8,3,1,0,"OLD STYLE",2,2422
"0193E00112000000",15243,"23-Feb-10",215500,926,1323687.96407675,386438.019414773,1956,6,3,2,0,"SPLIT LEVEL",1,1292
"0193E00128000000",15243,"28-May-10",195000,926,1323855.24592102,386308.62609561,1956,8,4,2,1,"SPLIT LEVEL",1,1056
"0193E00160000000",15243,"17-Nov-10",1644,926,1324137.58029105,386205.881041722,1957,7,3,2,0,"SPLIT LEVEL",1,1528
"0193E00168000000",15243,"06-May-10",142500,926,1324148.50085378,386451.776050871,1957,7,3,1,1,"SPLIT LEVEL",1,1140
"0193E00172000000",15243,"16-Jul-10",279900,926,1324151.96591801,386530.189405053,1957,8,4,1,1,"CAPE COD",1,1728
"0193E00178000000",15243,"28-Dec-10",128900,926,1324266.19843554,386461.967676105,1954,7,3,2,0,"SPLIT LEVEL",1,1196
"0193E00210000000",15243,"08-Oct-10",165000,926,1324406.50748729,386641.827686205,1954,6,4,2,1,"CAPE COD",1,1910
"0193F00140000000",15243,"15-Sep-10",340000,926,1324818.72624018,386862.702680829,NA,NA,NA,NA,NA,"",NA,NA
"0193F00170000000",15243,"15-Sep-10",340000,926,1324846.71142065,386716.905935672,1965,8,4,3,0,"RANCH",1,1772
"0193F00212000000",15243,"04-Oct-10",252500,926,1324527.04919266,386302.166017676,NA,NA,NA,NA,NA,"",NA,NA
"0193F00225000000",15243,"04-Oct-10",252500,926,1324490.54522356,386492.649392731,1971,7,4,2,0,"CONVENTIONAL",1,1363
"0193G00210000000",15228,"30-Dec-10",335000,926,1326341.23725258,386523.397699161,1930,8,4,3,0,"OLD STYLE",2,1870
"0193G00308000000",15228,"18-Nov-10",284500,926,1326608.99807453,386211.279398281,1940,7,3,2,1,"OLD STYLE",2,1958
"0193G00320000000",15228,"04-Nov-10",1,926,1326600.79039611,386004.156044487,1937,7,3,2,0,"OLD STYLE",2,2073
"0193H00008000000",15228,"11-Feb-10",280000,926,1327845.27956427,386847.441024338,1924,7,3,1,2,"OLD STYLE",2,2850
"0193H00051000000",15228,"23-Mar-10",1,926,1326943.14026158,386651.449355559,1930,7,3,1,1,"OLD STYLE",2,2112
