PIN,MAPBLOCKLO,PROPERTYHO,PROPERTY_1,PROPERTYZI,FAIRMARKET,FAIRMARK_1,TAXDESC,OWNERDESC,STATEDESC,USEDESC,LOTAREA
0192A00044000000,192-A-44,951,FLORIDA AVE,15228,87100,61300,Taxable,Regular,Residential,SINGLE FAMILY,10981
0192A00128000000,192-A-128,121,MAIN ENTRANCE DR,15228,223500,74600,Taxable,Regular,Residential,SINGLE FAMILY,12870
0192A00056000000,192-A-56,966,WASHINGTON RD,15228,97800,37100,Taxable,Regular,Residential,SINGLE FAMILY,33954
0192A00072000000,192-A-72,954,WASHINGTON RD,15228,301800,78200,Taxable,Regular,Residential,SINGLE FAMILY,15500
0192A00120000000,192-A-120,109,MAIN ENTRANCE DR,15228,237700,74300,Taxable,Regular,Residential,SINGLE FAMILY,12649
0192A00140000000,192-A-140,139,MAIN ENTRANCE DR,15228,200800,72900,Taxable,Regular,Residential,SINGLE FAMILY,11562
0192A00148000000,192-A-148,145,MAIN ENTRANCE DR,15228,145200,73700,Taxable,Regular,Residential,SINGLE FAMILY,12159
0192A00192000000,192-A-192,204,ORCHARD DR,15228,78500,57800,Taxable,Regular,Residential,SINGLE FAMILY,10362
0192A00208000000,192-A-208,1,MISSION DR,15228,260700,99300,Taxable,Regular,Residential,SINGLE FAMILY,31153
0192A00222000000,192-A-222,21,MISSION DR,15228,152500,71300,Taxable,Regular,Residential,SINGLE FAMILY,10200
0192A00278000000,192-A-278,136,JEFFERSON DR,15228,400000,68000,Taxable,Regular,Residential,SINGLE FAMILY,11960
0192B00012000000,192-B-12,257,HAZEL DR,15228,111600,35900,Taxable,Regular,Residential,SINGLE FAMILY,6400
0192B00018000000,192-B-18,245,HAZEL DR,15228,76600,35900,Taxable,Regular,Residential,SINGLE FAMILY,6406
0192A00290000000,192-A-290,0,JEFFERSON DR,15228,0,224100,Exempt,Corporation,Government,TOWNSHIP GOVERNMENT,206502
0192A00296000000,192-A-296,149,JEFFERSON DR,15228,231800,76700,Taxable,Regular,Residential,SINGLE FAMILY,14413
0192B00008000000,192-B-8,265,HAZEL DR,15228,102200,37500,Taxable,Regular,Residential,SINGLE FAMILY,9600
0192A00274000000,192-A-274,140,JEFFERSON DR,15228,241900,73100,Taxable,Regular,Residential,SINGLE FAMILY,11741
0192B00014000000,192-B-14,251,HAZEL DR,15228,97500,35900,Taxable,Regular,Residential,SINGLE FAMILY,6400
0192B00022000000,192-B-22,235,HAZEL DR,15228,81500,35900,Taxable,Regular,Residential,SINGLE FAMILY,6400
0192B00030000000,192-B-30,220,HAZEL DR,15228,99100,35900,Taxable,Regular,Residential,SINGLE FAMILY,6406
0192A00298000000,192-A-298,155,JEFFERSON DR,15228,128000,76500,Taxable,Regular,Residential,SINGLE FAMILY,14284
0192B00036000000,192-B-36,238,HAZEL DR,15228,89000,28900,Taxable,Regular,Residential,SINGLE FAMILY,7056
0192B00039000000,192-B-39,240,HAZEL DR,15228,76000,25000,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192B00024000000,192-B-24,233,HAZEL DR,15228,142300,35900,Taxable,Regular,Residential,SINGLE FAMILY,6400
0192B00183000000,192-B-183,270,JEFFERSON DR,15228,128700,71700,Taxable,Regular,Residential,SINGLE FAMILY,10680
0192B00050000000,192-B-50,256,HAZEL DR,15228,102800,35600,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192B00192000000,192-B-192,286,JEFFERSON DR,15228,125100,77700,Taxable,Regular,Residential,SINGLE FAMILY,15140
0192B00053000000,192-B-53,260,HAZEL DR,15228,37000,34400,Taxable,Regular,Residential,ROWHOUSE,2598
0192B00056000000,192-B-56,266,HAZEL DR,15228,43100,17200,Taxable,Regular,Residential,ROWHOUSE,2576
0192B00065000000,192-B-65,281,JEFFERSON DR,15228,134400,75700,Taxable,Regular,Residential,SINGLE FAMILY,13701
0192B00083000000,192-B-83,251,JEFFERSON DR,15228,165000,76500,Taxable,Regular,Residential,SINGLE FAMILY,14255
0192B00086000000,192-B-86,245,JEFFERSON DR,15228,240300,76200,Taxable,Regular,Residential,SINGLE FAMILY,14006
0192B00010000000,192-B-10,261,HAZEL DR,15228,97500,35900,Taxable,Regular,Residential,SINGLE FAMILY,6400
0192B00203000000,192-B-203,265,PARKWAY DR,15228,158900,72800,Taxable,Regular,Residential,SINGLE FAMILY,11538
0192B00206000000,192-B-206,261,PARKWAY DR,15228,155100,73000,Taxable,Regular,Residential,SINGLE FAMILY,11677
0192B00209000000,192-B-209,255,PARKWAY DR,15228,110000,60000,Taxable,Regular,Residential,SINGLE FAMILY,11718
0192B00230000000,192-B-230,221,PARKWAY DR,15228,160000,70000,Taxable,Regular,Residential,SINGLE FAMILY,9360
0192B00250000000,192-B-250,0,PARKWAY DR,15228,0,80600,Exempt,Corporation,Government,TOWNSHIP GOVERNMENT,47175
0192B00259000000,192-B-259,236,PARKWAY DR,15228,148000,69700,Taxable,Regular,Residential,SINGLE FAMILY,7974
0192B00265000000,192-B-265,240,PARKWAY DR,15228,65000,30000,Taxable,Regular,Residential,SINGLE FAMILY,9011
0192C00010000000,192-C-10,335,PENNSYLVANIA BLVD,15228,89700,33600,Taxable,Regular,Residential,SINGLE FAMILY,9450
0192B00233000000,192-B-233,215,PARKWAY DR,15228,164100,70300,Taxable,Regular,Residential,SINGLE FAMILY,8776
0192B00236000000,192-B-236,211,PARKWAY DR,15228,259300,70700,Taxable,Regular,Residential,SINGLE FAMILY,9380
0192B00215000000,192-B-215,245,PARKWAY DR,15228,149600,72700,Taxable,Regular,Residential,SINGLE FAMILY,11475
0192C00002000000,192-C-2,321,PENNSYLVANIA BLVD,15228,72300,31600,Taxable,Regular,Residential,SINGLE FAMILY,4327
0192C00006000000,192-C-6,327,PENNSYLVANIA BLVD,15228,100400,31800,Taxable,Regular,Residential,SINGLE FAMILY,4876
0192C00008000000,192-C-8,331,PENNSYLVANIA BLVD,15228,84100,31600,Taxable,Regular,Residential,SINGLE FAMILY,4400
0192C00030000000,192-C-30,0,PENNSYLVANIA BLVD,15228,0,40700,Taxable,Corporation,Residential,VACANT LAND,19200
0192B00218000000,192-B-218,241,PARKWAY DR,15228,147700,72400,Taxable,Regular,Residential,SINGLE FAMILY,11223
0192B00221000000,192-B-221,235,PARKWAY DR,15228,138500,71900,Taxable,Regular,Residential,SINGLE FAMILY,10862
0192B00200000000,192-B-200,269,PARKWAY DR,15228,111000,58200,Taxable,Regular,Residential,SINGLE FAMILY,11444
0192B00279000000,192-B-279,241,ORCHARD DR,15228,110300,69900,Taxable,Regular,Residential,SINGLE FAMILY,8238
0192B00255000000,192-B-255,230,PARKWAY DR,15228,220900,91000,Taxable,Regular,Residential,SINGLE FAMILY,24972
0192B00262000000,192-B-262,238,PARKWAY DR,15228,79900,70100,Taxable,Regular,Residential,SINGLE FAMILY,8463
0192C00017000000,192-C-17,0,PENNSYLVANIA BLVD,15228,0,34200,Exempt,Corporation,Residential,VACANT LAND,6560
0192C00019000000,192-C-19,0,PENNSYLVANIA BLVD,15228,0,2600,Taxable,Regular,Residential,VACANT LAND,3280
0192B00271000000,192-B-271,254,PARKWAY DR,15228,124400,71600,Taxable,Regular,Residential,SINGLE FAMILY,10623
0192C00032000000,192-C-32,0,PENNSYLVANIA BLVD,15228,0,5100,Taxable,Corporation,Residential,VACANT LAND,6406
0192B00284000000,192-B-284,231,ORCHARD DR,15228,184800,90200,Taxable,Regular,Residential,SINGLE FAMILY,24387
0192C00018000000,192-C-18,0,PENNSYLVANIA BLVD,15228,0,2600,Taxable,Regular,Residential,VACANT LAND,3280
0192C00024000000,192-C-24,0,PENNSYLVANIA BLVD,15228,0,2600,Taxable,Corporation,Residential,VACANT LAND,3203
0192B00224000000,192-B-224,231,PARKWAY DR,15228,187300,70800,Taxable,Regular,Residential,SINGLE FAMILY,9478
0192C00004000000,192-C-4,325,PENNSYLVANIA BLVD,15228,72800,35500,Taxable,Regular,Residential,SINGLE FAMILY,5203
0192C00034000000,192-C-34,320 -322,PENNSYLVANIA BLVD,15228,53900,29100,Taxable,Regular,Residential,ROWHOUSE,6406
0192A00198000000,192-A-198,196,ORCHARD DR,15228,97500,72200,Taxable,Regular,Residential,SINGLE FAMILY,11066
0192B00055000001,192-B-55-0-1,264,HAZEL DR,15228,48500,17300,Taxable,Regular,Residential,SINGLE FAMILY,3063
0192B00057000000,192-B-57,270,HAZEL DR,15228,86400,35600,Taxable,Regular,Residential,ROWHOUSE,5606
0192B00080000000,192-B-80,255,JEFFERSON DR,15228,203800,76700,Taxable,Regular,Residential,SINGLE FAMILY,14402
0192A00282000000,192-A-282,132,JEFFERSON DR,15228,113200,76200,Taxable,Regular,Residential,SINGLE FAMILY,12000
0192B00016000000,192-B-16,249,HAZEL DR,15228,82100,35900,Taxable,Regular,Residential,SINGLE FAMILY,6400
0192B00032000000,192-B-32,222,HAZEL DR,15228,128300,35600,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192B00101000000,192-B-101,221,JEFFERSON DR,15228,250500,73500,Taxable,Regular,Residential,SINGLE FAMILY,12014
0192B00043000000,192-B-43,244,HAZEL DR,15228,68300,35600,Taxable,Regular,Residential,SINGLE FAMILY,5606
0192B00077000000,192-B-77,261,JEFFERSON DR,15228,303500,76800,Taxable,Regular,Residential,SINGLE FAMILY,14460
0192B00092000000,192-B-92,241,JEFFERSON DR,15228,0,25400,Taxable,Regular,Residential,VACANT LAND,13305
0192B00034000000,192-B-34,236,HAZEL DR,15228,76000,36200,Taxable,Regular,Residential,SINGLE FAMILY,7007
0192B00054000000,192-B-54,262,HAZEL DR,15228,36800,34600,Taxable,Regular,Residential,ROWHOUSE,3008
0192B00020000000,192-B-20,241,HAZEL DR,15228,81400,37100,Taxable,Regular,Residential,SINGLE FAMILY,6406
0192B00047000000,192-B-47,250,HAZEL DR,15228,58000,35100,Taxable,Regular,Residential,SINGLE FAMILY,4205
0192B00049000000,192-B-49,0,HAZEL DR,15228,0,2200,Taxable,Regular,Residential,VACANT LAND,2800
0192B00068000000,192-B-68,275,JEFFERSON DR,15228,197800,76200,Taxable,Regular,Residential,SINGLE FAMILY,14022
0192B00071000000,192-B-71,271,JEFFERSON DR,15228,169600,76500,Taxable,Regular,Residential,SINGLE FAMILY,14261
0192B00074000000,192-B-74,0,JEFFERSON DR,15228,0,76600,Taxable,Regular,Residential,VACANT LAND,14355
0192B00186000000,192-B-186,276,JEFFERSON DR,15228,143800,76200,Taxable,Regular,Residential,SINGLE FAMILY,11362
0192B00189000000,192-B-189,280,JEFFERSON DR,15228,110000,55000,Taxable,Regular,Residential,SINGLE FAMILY,12078
0192B00212000000,192-B-212,249,PARKWAY DR,15228,175500,73000,Taxable,Regular,Residential,SINGLE FAMILY,11669
0192B00227000000,192-B-227,225,PARKWAY DR,15228,233300,64900,Taxable,Regular,Residential,SINGLE FAMILY,1038
0192B00240000000,192-B-240,201,PARKWAY DR,15228,149300,100700,Taxable,Regular,Residential,SINGLE FAMILY,32208
0192B00268000000,192-B-268,250,PARKWAY DR,15228,106500,71000,Taxable,Regular,Residential,SINGLE FAMILY,9736
0192C00023000000,192-C-23,0,PENNSYLVANIA BLVD,15228,0,35400,Taxable,Corporation,Residential,VACANT LAND,11856
0192A00184000000,192-A-184,220,ORCHARD DR,15228,299900,95100,Taxable,Regular,Residential,SINGLE FAMILY,28030
0192A00234000000,192-A-234,0,MISSION DR,15228,0,500,Taxable,Regular,Residential,VACANT LAND,378
0192A00166000000,192-A-166,230,ORCHARD DR,15228,150000,85500,Taxable,Regular,Residential,SINGLE FAMILY,20955
0192A00196000000,192-A-196,200,ORCHARD DR,15228,200000,72200,Taxable,Regular,Residential,SINGLE FAMILY,11066
0192A00238000000,192-A-238,30,MISSION DR,15228,74800,64800,Taxable,Regular,Residential,SINGLE FAMILY,14031
0192A00152000000,192-A-152,153,MAIN ENTRANCE DR,15228,193300,71000,Taxable,Regular,Residential,SINGLE FAMILY,9765
0192A00188000000,192-A-188,210,ORCHARD DR,15228,190000,60000,Taxable,Regular,Residential,SINGLE FAMILY,11043
0192A00226000000,192-A-226,29,MISSION DR,15228,163700,71300,Taxable,Regular,Residential,SINGLE FAMILY,10200
0192A00230000000,192-A-230,31,MISSION DR,15228,112100,77600,Taxable,Regular,Residential,SINGLE FAMILY,15053
0192A00242000000,192-A-242,28,MISSION DR,15228,172300,71600,Taxable,Regular,Residential,SINGLE FAMILY,10620
0192A00172000000,192-A-172,224,ORCHARD DR,15228,211900,79900,Taxable,Regular,Residential,SINGLE FAMILY,16811
0192A00258000000,192-A-258,6,MISSION DR,15228,209000,74300,Taxable,Regular,Residential,SINGLE FAMILY,12600
0192A00204000000,192-A-204,190,ORCHARD DR,15228,226500,72200,Taxable,Regular,Residential,SINGLE FAMILY,11066
0192A00246000000,192-A-246,22,MISSION DR,15228,248400,71600,Taxable,Regular,Residential,SINGLE FAMILY,10636
0192A00262000000,192-A-262,4,MISSION DR,15228,208900,74500,Taxable,Regular,Residential,SINGLE FAMILY,12798
0192A00250000000,192-A-250,18,MISSION DR,15228,150000,50000,Taxable,Regular,Residential,SINGLE FAMILY,12477
0192A00254000000,192-A-254,10,MISSION DR,15228,175800,74200,Taxable,Regular,Residential,SINGLE FAMILY,12587
0192A00160000000,192-A-160,234,ORCHARD DR,15228,135000,69400,Taxable,Regular,Residential,SINGLE FAMILY,18459
0192A00216000000,192-A-216,15,MISSION DR,15228,211100,77500,Taxable,Regular,Residential,SINGLE FAMILY,14973
0192C00048000000,192-C-48,121,POPLAR DR,15228,82600,32200,Taxable,Regular,Residential,SINGLE FAMILY,6086
0192C00051000000,192-C-51,301,ASHLAND AVE,15228,98000,32200,Taxable,Regular,Residential,SINGLE FAMILY,6085
0192A00270000000,192-A-270,2,MISSION DR,15228,352400,72600,Taxable,Regular,Residential,SINGLE FAMILY,11407
0192C00039000000,192-C-39,310,PENNSYLVANIA BLVD,15228,98900,29100,Taxable,Regular,Residential,TWO FAMILY,6406
0192C00059000000,192-C-59,317,ASHLAND AVE,15228,100300,31800,Taxable,Regular,Residential,SINGLE FAMILY,4805
0192C00065000000,192-C-65,0,ASHLAND AVE,15228,0,2600,Taxable,Regular,Residential,VACANT LAND,3203
0192C00072000000,192-C-72,339,ASHLAND AVE,15228,71600,32400,Taxable,Regular,Residential,SINGLE FAMILY,6406
0192C00040000000,192-C-40,0,PENNSYLVANIA BLVD,15228,0,5100,Exempt,Corporation,Residential,VACANT LAND,6406
0192C00055000000,192-C-55,305,ASHLAND AVE,15228,94100,32600,Taxable,Regular,Residential,SINGLE FAMILY,7047
0192C00061000000,192-C-61,319,ASHLAND AVE,15228,68300,31800,Taxable,Regular,Residential,SINGLE FAMILY,4805
0192C00083000000,192-C-83,359,ASHLAND AVE,15228,68100,28600,Taxable,Regular,Residential,SINGLE FAMILY,4927
0192C00066000000,192-C-66,0,ASHLAND AVE,15228,0,5100,Taxable,Regular,Residential,VACANT LAND,6406
0192C00090000000,192-C-90,0,ASHLAND AVE,15228,0,1700,Taxable,Regular,Residential,VACANT LAND,2178
0192C00130000000,192-C-130,322,ASHLAND AVE,15228,79400,30600,Taxable,Regular,Residential,SINGLE FAMILY,6406
0192C00150000000,192-C-150,143,POPLAR DR,15228,58100,32700,Taxable,Regular,Residential,SINGLE FAMILY,7325
0192C00156000000,192-C-156,305,HAZEL DR,15228,88500,31800,Taxable,Regular,Residential,SINGLE FAMILY,5000
0192C00070000000,192-C-70,333,ASHLAND AVE,15228,61300,35300,Taxable,Regular,Residential,SINGLE FAMILY,4805
0192C00076000000,192-C-76,345,ASHLAND AVE,15228,62200,31200,Taxable,Regular,Residential,SINGLE FAMILY,3203
0192C00079000000,192-C-79,351,ASHLAND AVE,15228,96800,31800,Taxable,Regular,Residential,SINGLE FAMILY,4927
0192C00081000000,192-C-81,355,ASHLAND AVE,15228,77900,31800,Taxable,Regular,Residential,SINGLE FAMILY,4927
0192C00120000000,192-C-120,336,ASHLAND AVE,15228,104100,31900,Taxable,Regular,Residential,SINGLE FAMILY,5125
0192C00140000000,192-C-140,308,ASHLAND AVE,15228,85000,31900,Taxable,Regular,Residential,SINGLE FAMILY,9609
0192C00172000000,192-C-172,351,HAZEL DR,15228,67000,32300,Taxable,Regular,Residential,SINGLE FAMILY,6156
0192C00178000000,192-C-178,345,HAZEL DR,15228,89200,31900,Taxable,Regular,Residential,SINGLE FAMILY,5083
0192C00200000000,192-C-200,374,HAZEL DR,15228,88400,30300,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192C00037000000,192-C-37,314,PENNSYLVANIA BLVD,15228,77500,30400,Taxable,Regular,Residential,SINGLE FAMILY,9609
0192C00057000000,192-C-57,315,ASHLAND AVE,15228,127200,31800,Taxable,Regular,Residential,SINGLE FAMILY,4805
0192C00063000000,192-C-63,323,ASHLAND AVE,15228,63600,31800,Taxable,Regular,Residential,SINGLE FAMILY,4805
0192C00068000000,192-C-68,331,ASHLAND AVE,15228,33200,31800,Taxable,Regular,Residential,SINGLE FAMILY,4805
0192C00074000000,192-C-74,343,ASHLAND AVE,15228,58200,20400,Taxable,Regular,Residential,SINGLE FAMILY,6406
0192C00089000000,192-C-89,365,ASHLAND AVE,15228,76700,30200,Taxable,Regular,Residential,SINGLE FAMILY,9918
0192C00107000000,192-C-107,362,ASHLAND AVE,15228,89900,30000,Taxable,Regular,Residential,SINGLE FAMILY,4748
0192C00109000000,192-C-109,356,ASHLAND AVE,15228,83200,29800,Taxable,Regular,Residential,SINGLE FAMILY,4050
0192C00115000000,192-C-115,346,ASHLAND AVE,15228,98400,30000,Taxable,Regular,Residential,SINGLE FAMILY,4640
0192C00128000000,192-C-128,326,ASHLAND AVE,15228,93800,31900,Taxable,Regular,Residential,SINGLE FAMILY,5125
0192C00134000000,192-C-134,318,ASHLAND AVE,15228,93900,30400,Taxable,Regular,Residential,SINGLE FAMILY,6086
0192C00103000000,192-C-103,0,ASHLAND AVE,15228,0,3000,Taxable,Regular,Utilities,COMMERCIAL/UTILITY,3700
0192C00122000000,192-C-122,334,ASHLAND AVE,15228,113300,31900,Taxable,Regular,Residential,SINGLE FAMILY,5125
0192C00137000000,192-C-137,314,ASHLAND AVE,15228,111600,31900,Taxable,Regular,Residential,SINGLE FAMILY,9609
0192C00101000000,192-C-101,372,ASHLAND AVE,15228,52400,39400,Taxable,Regular,Residential,SINGLE FAMILY,17457
0192C00126000000,192-C-126,328,ASHLAND AVE,15228,102700,31900,Taxable,Regular,Residential,SINGLE FAMILY,5125
0192C00129000000,192-C-129,391,JEFFERSON DR,15228,198000,32000,Taxable,Regular,Residential,SINGLE FAMILY,10800
0192C00162000000,192-C-162,319,HAZEL DR,15228,94700,30800,Taxable,Regular,Residential,SINGLE FAMILY,7053
0192C00185000000,192-C-185,361,HAZEL DR,15228,88900,35300,Taxable,Regular,Residential,SINGLE FAMILY,4783
0192C00204000001,192-C-204-0-1,374,HAZEL DR,15228,0,1100,Taxable,Regular,Residential,VACANT LAND,2800
0192C00105000000,192-C-105,366,ASHLAND AVE,15228,75200,29800,Taxable,Corporation,Residential,SINGLE FAMILY,4248
0192C00118000000,192-C-118,344,ASHLAND AVE,15228,75700,30100,Taxable,Regular,Residential,SINGLE FAMILY,4963
0192C00124000000,192-C-124,332,ASHLAND AVE,15228,141200,38800,Taxable,Regular,Residential,SINGLE FAMILY,5125
0192C00207000000,192-C-207,360,HAZEL DR,15228,86700,27400,Taxable,Regular,Residential,SINGLE FAMILY,5606
0192C00113000000,192-C-113,354,ASHLAND AVE,15228,125900,31200,Taxable,Regular,Residential,SINGLE FAMILY,8343
0192C00132000000,192-C-132,320,ASHLAND AVE,15228,88500,30000,Taxable,Regular,Residential,SINGLE FAMILY,4805
0192C00204000002,192-C-204-0-2,374,HAZEL DR,15228,0,2000,Taxable,Regular,Residential,VACANT LAND,8400
0192C00142000000,192-C-142,135,POPLAR DR,15228,72100,30600,Taxable,Regular,Residential,SINGLE FAMILY,6406
0192C00209000000,192-C-209,356,HAZEL DR,15228,60000,30300,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192C00215000000,192-C-215,344,HAZEL DR,15228,107500,30000,Taxable,Regular,Residential,SINGLE FAMILY,4675
0192C00160000000,192-C-160,315,HAZEL DR,15228,141300,32800,Taxable,Regular,Residential,SINGLE FAMILY,7803
0192C00169000000,192-C-169,331,HAZEL DR,15228,107700,32600,Taxable,Regular,Residential,SINGLE FAMILY,7091
0192C00213000000,192-C-213,348,HAZEL DR,15228,67000,30000,Taxable,Regular,Residential,SINGLE FAMILY,4671
0192C00217000000,192-C-217,342,HAZEL DR,15228,134700,30300,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192C00233000000,192-C-233,310,HAZEL DR,15228,88800,29800,Taxable,Regular,Residential,SINGLE FAMILY,4256
0192C00264000000,192-C-264,325,JEFFERSON DR,15228,120200,67400,Taxable,Regular,Residential,SINGLE FAMILY,16371
0192C00260000000,192-C-260,321,JEFFERSON DR,15228,208900,65700,Taxable,Regular,Residential,SINGLE FAMILY,14880
0192C00223000000,192-C-223,322,HAZEL DR,15228,79300,29900,Taxable,Regular,Residential,SINGLE FAMILY,4597
0192C00231000000,192-C-231,314,HAZEL DR,15228,89000,30300,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192C00237000000,192-C-237,304,HAZEL DR,15228,57600,30300,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192C00251000000,192-C-251,305,JEFFERSON DR,15228,87800,42200,Taxable,Regular,Residential,SINGLE FAMILY,12329
0192C00154000000,192-C-154,301,HAZEL DR,15228,54900,35100,Taxable,Regular,Residential,SINGLE FAMILY,4363
0192C00181000000,192-C-181,355,HAZEL DR,15228,71200,31500,Taxable,Regular,Residential,SINGLE FAMILY,4200
0192C00211000000,192-C-211,350,HAZEL DR,15228,60800,30000,Taxable,Regular,Residential,SINGLE FAMILY,4672
0192C00257000000,192-C-257,315,JEFFERSON DR,15228,132000,64200,Taxable,Regular,Residential,SINGLE FAMILY,13538
0192C00221000000,192-C-221,330,HAZEL DR,15228,101500,29900,Taxable,Regular,Residential,SINGLE FAMILY,4597
0192C00227000000,192-C-227,318,HAZEL DR,15228,65800,25600,Taxable,Regular,Residential,SINGLE FAMILY,5606
0192C00243000000,192-C-243,0,HAZEL DR,15228,0,54300,Exempt,Corporation,Government,TOWNSHIP GOVERNMENT,17920
0192C00248000000,192-C-248,301,JEFFERSON DR,15228,227200,62800,Taxable,Regular,Residential,SINGLE FAMILY,12330
0192C00254000000,192-C-254,311,JEFFERSON DR,15228,174800,63300,Taxable,Regular,Residential,SINGLE FAMILY,12781
0192C00147000000,192-C-147,139,POPLAR DR,15228,60000,25000,Taxable,Regular,Residential,SINGLE FAMILY,2944
0192C00166000000,192-C-166,325,HAZEL DR,15228,126200,33100,Taxable,Regular,Residential,SINGLE FAMILY,8512
0192C00219000000,192-C-219,340,HAZEL DR,15228,131000,32000,Taxable,Regular,Residential,SINGLE FAMILY,5606
0192C00225000000,192-C-225,320,HAZEL DR,15228,51400,30000,Taxable,Regular,Residential,SINGLE FAMILY,4816
0192B00098000000,192-B-98,225,JEFFERSON DR,15228,194100,74300,Taxable,Regular,Residential,SINGLE FAMILY,12615
0192B00139000000,192-B-139,200,JEFFERSON DR,15228,335000,95000,Taxable,Regular,Residential,SINGLE FAMILY,27952
0192B00156000000,192-B-156,226,JEFFERSON DR,15228,216400,70800,Taxable,Regular,Residential,SINGLE FAMILY,9515
0192B00159000000,192-B-159,232,JEFFERSON DR,15228,129200,70800,Taxable,Regular,Residential,SINGLE FAMILY,9554
0192C00239000000,192-C-239,300,HAZEL DR,15228,66600,35600,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192B00126000000,192-B-126,171,JEFFERSON DR,15228,129600,75400,Taxable,Regular,Residential,SINGLE FAMILY,13437
0192B00162000000,192-B-162,236,JEFFERSON DR,15228,89300,70700,Taxable,Regular,Residential,SINGLE FAMILY,9395
0192B00041000000,192-B-41,242,HAZEL DR,15228,95700,35600,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192B00110000000,192-B-110,207,JEFFERSON DR,15228,170300,73600,Taxable,Regular,Residential,SINGLE FAMILY,12127
0192B00153000000,192-B-153,220,JEFFERSON DR,15228,107000,80000,Taxable,Regular,Residential,SINGLE FAMILY,3365
0192B00144000000,192-B-144,210,JEFFERSON DR,15228,205100,69900,Taxable,Regular,Residential,SINGLE FAMILY,8238
0192B00089000000,192-B-89,241,JEFFERSON DR,15228,140300,75700,Taxable,Regular,Residential,SINGLE FAMILY,13660
0192B00095000000,192-B-95,231,JEFFERSON DR,15228,132000,48000,Taxable,Regular,Residential,SINGLE FAMILY,12723
0192B00104000000,192-B-104,215,JEFFERSON DR,15228,183000,58000,Taxable,Regular,Residential,SINGLE FAMILY,11881
0192B00045000000,192-B-45,246,HAZEL DR,15228,57800,25600,Taxable,Regular,Residential,SINGLE FAMILY,4256
0192B00147000000,192-B-147,214,JEFFERSON DR,15228,106700,68800,Taxable,Regular,Residential,SINGLE FAMILY,6703
0192B00168000000,192-B-168,246,JEFFERSON DR,15228,185300,70600,Taxable,Regular,Residential,SINGLE FAMILY,9268
0192B00174000000,192-B-174,256,JEFFERSON DR,15228,167900,70800,Taxable,Regular,Residential,SINGLE FAMILY,9485
0192B00150000000,192-B-150,216,JEFFERSON DR,15228,143400,70500,Taxable,Regular,Residential,SINGLE FAMILY,9122
0192B00180000000,192-B-180,266,JEFFERSON DR,15228,168700,71300,Taxable,Regular,Residential,SINGLE FAMILY,10206
0192B00171000000,192-B-171,250,JEFFERSON DR,15228,118500,70700,Taxable,Regular,Residential,SINGLE FAMILY,9335
0192B00177000000,192-B-177,260,JEFFERSON DR,15228,159000,71000,Taxable,Regular,Residential,SINGLE FAMILY,9780
0192B00107000000,192-B-107,211,JEFFERSON DR,15228,151800,73400,Taxable,Regular,Residential,SINGLE FAMILY,11946
0192B00128000000,192-B-128,167,JEFFERSON DR,15228,54700,65500,Taxable,Regular,Residential,SINGLE FAMILY,11525
0192B00131000000,192-B-131,165,JEFFERSON DR,15228,230700,65800,Taxable,Regular,Residential,SINGLE FAMILY,2410
0192A00236000000,192-A-236,0,MISSION DR,15228,0,46500,Exempt,Corporation,Government,TOWNSHIP GOVERNMENT,7900
0192C00077000000,192-C-77,349,ASHLAND AVE,15228,83500,36000,Taxable,Regular,Residential,SINGLE FAMILY,6569
0192C00085000000,192-C-85,361,ASHLAND AVE,15228,35000,15000,Taxable,Regular,Residential,SINGLE FAMILY,4927
0192C00294000000,192-C-294,280,HAZEL DR,15228,70000,30300,Taxable,Regular,Residential,SINGLE FAMILY,5600
0192C00304000000,192-C-304,271,HAZEL DR,15228,79900,36000,Taxable,Regular,Residential,SINGLE FAMILY,6400
0192C00296000000,192-C-296,278,HAZEL DR,15228,54700,30300,Taxable,Regular,Residential,SINGLE FAMILY,5606
0192C00310000000,192-C-310,281,HAZEL DR,15228,55600,32100,Taxable,Regular,Residential,SINGLE FAMILY,5765
0192C00282000000,192-C-282,283,JEFFERSON DR,15228,222600,66400,Taxable,Regular,Residential,SINGLE FAMILY,15432
0192C00308000000,192-C-308,277,HAZEL DR,15228,62100,32400,Taxable,Regular,Residential,SINGLE FAMILY,6406
0192C00314000000,192-C-314,150,POPLAR DR,15228,71900,32000,Taxable,Regular,Residential,SINGLE FAMILY,5390
0192C00306000000,192-C-306,275,HAZEL DR,15228,127000,30500,Taxable,Regular,Residential,TWO FAMILY,6406
0192C00322000000,192-C-322,138,POPLAR DR,15228,72200,31900,Taxable,Regular,Residential,SINGLE FAMILY,5224
0192C00331000000,192-C-331,134,POPLAR DR,15228,187800,32200,Taxable,Regular,Residential,SINGLE FAMILY,6061
