PIN,MAPBLOCKLO,PROPERTYHO,PROPERTY_1,PROPERTYZI,FAIRMARKET,FAIRMARK_1,TAXDESC,OWNERDESC,STATEDESC,USEDESC,LOTAREA
0140B00350000000,140-B-350,687,FRUITHURST DR,15228,95100,31400,Taxable,Regular,Residential,SINGLE FAMILY,8775
0140C00014000000,140-C-14,601,MCNEILLY RD,15226,85000,100000,Taxable,Corporation,Commercial,COMMERCIAL GARAGE,22673
0140C00080000000,140-C-80,746,MCNEILLY RD,15226,69200,34200,Taxable,Regular,Residential,SINGLE FAMILY,15473
0140C00126000000,140-C-126,915,MCNEILLY RD,15226,102600,38900,Taxable,Regular,Residential,SINGLE FAMILY,30259
0140C00136000000,140-C-136,0,ELWYN RD,15243,0,14400,Taxable,Corporation,Residential,VACANT LAND,26745
0140C00186000000,140-C-186,843,MCNEILLY RD,15226,65900,22000,Taxable,Regular,Residential,SINGLE FAMILY,10540
0140B00204000000,140-B-204,789,BRAFFERTON DR,15228,220600,30900,Taxable,Regular,Residential,SINGLE FAMILY,7489
0140A00232000000,140-A-232,670,FRUITHURST DR,15228,128000,34600,Taxable,Regular,Residential,SINGLE FAMILY,13587
0140C00070000000,140-C-70,604,MCNEILLY RD,15226,323100,99500,Exempt,Corporation,Residential,SINGLE FAMILY,737854
0140C00112000000,140-C-112,908,MCNEILLY RD,15226,53500,33000,Taxable,Regular,Residential,SINGLE FAMILY,13591
0140C00148000000,140-C-148,0,COUNTRY CLUB DR,15228,0,30600,Taxable,Corporation,Residential,BUILDERS LOT,42471
0140C00170000000,140-C-170,859,MCNEILLY RD,15226,103100,28100,Taxable,Regular,Residential,SINGLE FAMILY,11557
0140C00138000000,140-C-138,0,COUNTRY CLUB DR,15228,0,30600,Taxable,Corporation,Residential,BUILDERS LOT,36938
0140C00194000000,140-C-194,835,MCNEILLY RD,15226,68800,30800,Taxable,Corporation,Residential,SINGLE FAMILY,16138
0140C00108000000,140-C-108,894,MCNEILLY RD,15226,80500,33800,Taxable,Regular,Residential,SINGLE FAMILY,14904
0140C00178000000,140-C-178,851,MCNEILLY RD,15226,58200,28100,Taxable,Regular,Residential,SINGLE FAMILY,11480
0140A00238000000,140-A-238,740,BRAFFERTON DR,15228,115600,36000,Taxable,Regular,Residential,SINGLE FAMILY,15616
0140B00084000000,140-B-84,967,MCCORMICKS LN,15226,54400,48600,Taxable,Regular,Residential,SINGLE FAMILY,30222
0140C00147000000,140-C-147,0,COUNTRY CLUB DR,15228,0,31700,Taxable,Corporation,Residential,BUILDERS LOT,51749
0140C00174000000,140-C-174,855,MCNEILLY RD,15243,33800,22200,Taxable,Regular,Residential,SINGLE FAMILY,11015
0140C00076000000,140-C-76,886,MCNEILLY RD,15226,68100,30000,Taxable,Corporation,Residential,SINGLE FAMILY,9035
0140C00116000000,140-C-116,912,MCNEILLY RD,15243,83100,31600,Taxable,Regular,Residential,SINGLE FAMILY,11541
0140C00182000000,140-C-182,847,MCNEILLY RD,15226,56900,27600,Taxable,Regular,Residential,SINGLE FAMILY,10657
0140C00190000000,140-C-190,839,MCNEILLY RD,15226,38600,21400,Taxable,Regular,Residential,SINGLE FAMILY,10476
0140A00177000000,140-A-177,761,BRAFFERTON DR,15228,144300,36400,Taxable,Regular,Residential,SINGLE FAMILY,7560
0140A00210000000,140-A-210,679,FRUITHURST DR,15228,92000,36300,Taxable,Regular,Residential,SINGLE FAMILY,7287
0140E00090000000,140-E-90,260,SLEEPY HOLLOW RD,15216,117000,31200,Taxable,Regular,Residential,SINGLE FAMILY,8273
0140E00102000000,140-E-102,255,LINDENWOOD AVE,15228,102700,36300,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140E00133000000,140-E-133,566,RICHLAND RD,15228,84600,37800,Taxable,Regular,Residential,SINGLE FAMILY,9998
0140E00114000000,140-E-114,271,CATALPA PL,15228,59100,35000,Taxable,Regular,Residential,SINGLE FAMILY,4000
0140E00112000000,140-E-112,273,CATALPA PL,15228,95200,35000,Taxable,Regular,Residential,SINGLE FAMILY,4000
0140E00092000000,140-E-92,264,SLEEPY HOLLOW RD,15216,99100,20900,Taxable,Regular,Residential,SINGLE FAMILY,7352
0140E00104000000,140-E-104,261,LINDENWOOD AVE,15228,117200,35600,Taxable,Regular,Residential,SINGLE FAMILY,15100
0140E00130000000,140-E-130,562,RICHLAND RD,15228,91500,36500,Taxable,Regular,Residential,SINGLE FAMILY,7740
0140E00136000000,140-E-136,570,RICHLAND RD,15228,139600,36200,Taxable,Regular,Residential,SINGLE FAMILY,7069
0140E00118000000,140-E-118,550,RICHLAND RD,15228,81800,36300,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140E00124000000,140-E-124,556,RICHLAND RD,15228,67700,36300,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140E00144000000,140-E-144,286,SLEEPY HOLLOW RD,15216,104500,35500,Taxable,Regular,Residential,SINGLE FAMILY,5234
0140E00094000000,140-E-94,268,SLEEPY HOLLOW RD,15216,134900,31000,Taxable,Regular,Residential,SINGLE FAMILY,7736
0140E00142000000,140-E-142,282,SLEEPY HOLLOW RD,15216,102700,35400,Taxable,Regular,Residential,SINGLE FAMILY,5175
0140E00176000000,140-E-176,317,SLEEPY HOLLOW RD,15228,116100,30500,Taxable,Regular,Residential,SINGLE FAMILY,6311
0140E00153000000,140-E-153,569,SUNSET DR,15228,61100,30800,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140E00156000000,140-E-156,565,SUNSET DR,15228,83000,30000,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140E00186000000,140-E-186,295,SLEEPY HOLLOW RD,15228,137500,36700,Taxable,Regular,Residential,SINGLE FAMILY,8225
0140E00100000000,140-E-100,251,LINDENWOOD AVE,15228,74500,36200,Taxable,Regular,Residential,SINGLE FAMILY,7008
0140E00140000000,140-E-140,278,SLEEPY HOLLOW RD,15216,151000,31400,Taxable,Regular,Residential,SINGLE FAMILY,8917
0140E00146000000,140-E-146,292,SLEEPY HOLLOW RD,15228,124500,35500,Taxable,Regular,Residential,SINGLE FAMILY,5414
0140E00168000000,140-E-168,302,SLEEPY HOLLOW RD,15228,76200,30100,Taxable,Regular,Residential,SINGLE FAMILY,5028
0140E00121000000,140-E-121,554,RICHLAND RD,15228,92100,36300,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140E00127000000,140-E-127,558,RICHLAND RD,15228,59300,36500,Taxable,Regular,Residential,SINGLE FAMILY,7740
0140E00150000000,140-E-150,571,SUNSET DR,15228,95300,30200,Taxable,Corporation,Residential,SINGLE FAMILY,5468
0140E00159000000,140-E-159,561,SUNSET DR,15228,136000,36300,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140E00178000000,140-E-178,313,SLEEPY HOLLOW RD,15228,124500,30500,Taxable,Regular,Residential,SINGLE FAMILY,6311
0140E00170000000,140-E-170,308,SLEEPY HOLLOW RD,15228,128200,30100,Taxable,Regular,Residential,SINGLE FAMILY,5076
0140E00184000000,140-E-184,299,SLEEPY HOLLOW RD,15228,93100,30500,Taxable,Regular,Residential,SINGLE FAMILY,6123
0140E00010000000,140-E-10,317,OLD FARM RD,15228,124900,37900,Taxable,Regular,Residential,SINGLE FAMILY,10076
0140E00110000000,140-E-110,277,CATALPA PL,15228,85800,35000,Taxable,Regular,Residential,SINGLE FAMILY,4000
0140E00174000000,140-E-174,323,SLEEPY HOLLOW RD,15228,111800,30600,Taxable,Regular,Residential,SINGLE FAMILY,6415
0140E00180000000,140-E-180,309,SLEEPY HOLLOW RD,15228,129100,30300,Taxable,Regular,Residential,SINGLE FAMILY,5763
0140E00138000000,140-E-138,274,SLEEPY HOLLOW RD,15216,83700,36000,Taxable,Regular,Residential,SINGLE FAMILY,6630
0140E00161000000,140-E-161,555,SUNSET DR,15228,92300,36300,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140E00182000000,140-E-182,303,SLEEPY HOLLOW RD,15228,101800,30400,Taxable,Regular,Residential,SINGLE FAMILY,5901
0140E00188000000,140-E-188,287,SLEEPY HOLLOW RD,15228,84300,30900,Taxable,Regular,Residential,SINGLE FAMILY,7314
0140E00023000000,140-E-23,297,OLD FARM RD,15228,124200,36000,Taxable,Regular,Residential,SINGLE FAMILY,6524
0140E00043000000,140-E-43,275,OLD FARM RD,15228,137200,41100,Taxable,Regular,Residential,SINGLE FAMILY,14122
0140E00004000000,140-E-4,686,FRUITHURST DR,15228,106400,29200,Taxable,Regular,Residential,SINGLE FAMILY,7712
0140E00272000000,140-E-272,291,FIELDBROOK DR,15228,149600,30200,Taxable,Regular,Residential,SINGLE FAMILY,5320
0140E00035000000,140-E-35,285,OLD FARM RD,15228,129800,39900,Taxable,Regular,Residential,SINGLE FAMILY,12560
0140E00300000000,140-E-300,318,OLD FARM RD,15228,115600,36400,Taxable,Regular,Residential,SINGLE FAMILY,7509
0140F00004000000,140-F-4,701,COUNTRY CLUB DR,15228,106400,36600,Taxable,Regular,Residential,SINGLE FAMILY,8003
0140E00039000000,140-E-39,281,OLD FARM RD,15228,133300,40500,Taxable,Regular,Residential,SINGLE FAMILY,13341
0140F00128000000,140-F-128,757,FRUITHURST DR,15228,134800,35800,Taxable,Regular,Residential,SINGLE FAMILY,6127
0140F00134000000,140-F-134,769,FRUITHURST DR,15228,78900,35800,Taxable,Regular,Residential,SINGLE FAMILY,5967
0140E00278000000,140-E-278,777,HIGHVUE RD,15228,94100,30400,Taxable,Regular,Residential,SINGLE FAMILY,6032
0140E00006000000,140-E-6,688,FRUITHURST DR,15228,96700,29200,Taxable,Regular,Residential,SINGLE FAMILY,7712
0140E00015000000,140-E-15,309,OLD FARM RD,15228,137000,35900,Taxable,Regular,Residential,SINGLE FAMILY,6361
0140E00031000000,140-E-31,289,OLD FARM RD,15228,112200,35800,Taxable,Regular,Residential,SINGLE FAMILY,6000
0140E00284000000,140-E-284,761,HIGHVUE RD,15228,105100,35600,Taxable,Regular,Residential,SINGLE FAMILY,5639
0140E00282000000,140-E-282,765,HIGHVUE RD,15228,116200,35800,Taxable,Regular,Residential,SINGLE FAMILY,6000
0140E00290000000,140-E-290,298,OLD FARM RD,15228,121200,35700,Taxable,Regular,Residential,SINGLE FAMILY,5743
0140E00304000000,140-E-304,326,OLD FARM RD,15228,68200,36800,Taxable,Regular,Residential,SINGLE FAMILY,8443
0140F00006000000,140-F-6,405,SUMMIT DR,15228,114100,36300,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140F00028000000,140-F-28,430,SUMMIT DR,15228,105200,31100,Taxable,Regular,Residential,SINGLE FAMILY,8089
0140E00016000000,140-E-16,309,OLD FARM RD,15228,0,2400,Taxable,Regular,Residential,VACANT LAND,2961
0140E00032000000,140-E-32,0,OLD FARM RD,15228,0,4500,Taxable,Regular,Residential,VACANT LAND,5643
0140E00288000000,140-E-288,294,OLD FARM RD,15228,115200,35800,Taxable,Regular,Residential,SINGLE FAMILY,6015
0140E00302000000,140-E-302,322,OLD FARM RD,15228,139100,36600,Taxable,Regular,Residential,SINGLE FAMILY,7976
0140F00139000000,140-F-139,699,COUNTRY CLUB DR,15228,514300,254900,Taxable,Regular,Residential,SINGLE FAMILY,19819
0140F00142000000,140-F-142,754,FRUITHURST DR,15228,116600,28400,Taxable,Regular,Residential,SINGLE FAMILY,5292
0140F00148000000,140-F-148,742,FRUITHURST DR,15228,161700,28600,Taxable,Regular,Residential,SINGLE FAMILY,5976
0140F00151000000,140-F-151,0,COUNTRY CLUB DR,15228,0,30600,Taxable,Corporation,Residential,BUILDERS LOT,28183
0140F00118000000,140-F-118,736,COUNTRY CLUB DR,15228,111200,30600,Taxable,Regular,Residential,SINGLE FAMILY,6560
0140F00124000000,140-F-124,747,FRUITHURST DR,15228,92500,35700,Taxable,Regular,Residential,SINGLE FAMILY,5852
0140F00140000000,140-F-140,758,FRUITHURST DR,15228,127400,28600,Taxable,Regular,Residential,SINGLE FAMILY,6019
0140F00116000000,140-F-116,740,COUNTRY CLUB DR,15228,94100,30800,Taxable,Regular,Residential,SINGLE FAMILY,7147
0140F00132000000,140-F-132,765,FRUITHURST DR,15228,105600,36100,Taxable,Regular,Residential,SINGLE FAMILY,6811
0140F00153000000,140-F-153,0,COUNTRY CLUB DR,15228,0,30600,Taxable,Corporation,Residential,BUILDERS LOT,29707
0140F00156000000,140-F-156,321,OLD FARM RD,15228,116000,33200,Taxable,Regular,Residential,SINGLE FAMILY,11598
0140F00122000000,140-F-122,743,FRUITHURST DR,15228,100900,35400,Taxable,Regular,Residential,SINGLE FAMILY,5078
0140F00172000000,140-F-172,698,FRUITHURST DR,15228,100300,36100,Taxable,Regular,Residential,SINGLE FAMILY,6809
0140F00130000000,140-F-130,761,FRUITHURST DR,15228,148800,36200,Taxable,Regular,Residential,SINGLE FAMILY,7003
0140F00178000000,140-F-178,694,FRUITHURST DR,15228,108800,31000,Taxable,Regular,Residential,SINGLE FAMILY,7680
0140F00180000000,140-F-180,692,FRUITHURST DR,15228,161700,31000,Taxable,Regular,Residential,SINGLE FAMILY,7712
0140F00138000000,140-F-138,762,FRUITHURST DR,15228,159100,35700,Taxable,Regular,Residential,SINGLE FAMILY,5773
0140F00158000000,140-F-158,325,OLD FARM RD,15228,133800,33100,Taxable,Regular,Residential,SINGLE FAMILY,11428
0140F00164000000,140-F-164,736,FRUITHURST DR,15228,97500,30500,Taxable,Corporation,Residential,SINGLE FAMILY,6316
0140F00144000000,140-F-144,750,FRUITHURST DR,15228,102600,28400,Taxable,Regular,Residential,SINGLE FAMILY,5200
0140F00152000000,140-F-152,332,OLD FARM RD,15228,106500,36600,Taxable,Regular,Residential,SINGLE FAMILY,8154
0140F00182000000,140-F-182,690,FRUITHURST DR,15228,108000,29200,Taxable,Regular,Residential,SINGLE FAMILY,7712
0140F00154000000,140-F-154,0,COUNTRY CLUB DR,15228,0,30600,Taxable,Corporation,Residential,BUILDERS LOT,38330
0140F00176000000,140-F-176,696,FRUITHURST DR,15228,142800,33200,Taxable,Regular,Residential,SINGLE FAMILY,11569
0140F00188000000,140-F-188,691,FRUITHURST DR,15228,143100,36800,Taxable,Regular,Residential,SINGLE FAMILY,8494
0140F00141000000,140-F-141,0,COUNTRY CLUB DR,15228,0,30600,Taxable,Corporation,Residential,BUILDERS LOT,25264
0140F00166000000,140-F-166,732,FRUITHURST DR,15228,147100,30600,Taxable,Regular,Residential,SINGLE FAMILY,6448
0140F00186000000,140-F-186,689,FRUITHURST DR,15228,103700,31300,Taxable,Regular,Residential,SINGLE FAMILY,8494
0140E00280000000,140-E-280,771,HIGHVUE RD,15228,85000,30000,Taxable,Regular,Residential,SINGLE FAMILY,5400
0140F00008000000,140-F-8,411,SUMMIT DR,15228,110500,36300,Taxable,Regular,Residential,SINGLE FAMILY,7374
0140F00014000000,140-F-14,425,SUMMIT DR,15228,101700,36400,Taxable,Regular,Residential,SINGLE FAMILY,7438
0140F00030000000,140-F-30,426,SUMMIT DR,15228,93700,31200,Taxable,Regular,Residential,SINGLE FAMILY,8223
0140E00294000000,140-E-294,306,OLD FARM RD,15228,91600,35900,Taxable,Regular,Residential,SINGLE FAMILY,6252
0140F00026000000,140-F-26,434,SUMMIT DR,15228,79900,30700,Taxable,Regular,Residential,SINGLE FAMILY,6876
0140E00274000000,140-E-274,287,FIELDBROOK DR,15228,94700,29600,Taxable,Regular,Residential,SINGLE FAMILY,3662
0140E00298000000,140-E-298,314,OLD FARM RD,15228,130400,36200,Taxable,Regular,Residential,SINGLE FAMILY,7042
0140F00016000000,140-F-16,429,SUMMIT DR,15228,87100,36500,Taxable,Regular,Residential,SINGLE FAMILY,7687
0140F00018000000,140-F-18,433,SUMMIT DR,15228,90200,36400,Taxable,Regular,Residential,SINGLE FAMILY,7580
0140F00024000000,140-F-24,438,SUMMIT DR,15228,90400,31100,Taxable,Regular,Residential,SINGLE FAMILY,8088
0140F00046000000,140-F-46,723,COUNTRY CLUB DR,15228,127100,30600,Taxable,Regular,Residential,SINGLE FAMILY,6600
0140F00048000000,140-F-48,727,COUNTRY CLUB DR,15228,109900,30400,Taxable,Regular,Residential,SINGLE FAMILY,6000
0140F00036000000,140-F-36,414,SUMMIT DR,15228,106000,31200,Taxable,Regular,Residential,SINGLE FAMILY,8238
0140F00032000000,140-F-32,422,SUMMIT DR,15228,82300,29000,Taxable,Regular,Residential,SINGLE FAMILY,9151
0140E00012000000,140-E-12,313,OLD FARM RD,15228,133600,36800,Taxable,Regular,Residential,SINGLE FAMILY,8490
0140E00027000000,140-E-27,293,OLD FARM RD,15228,151300,39300,Taxable,Regular,Residential,SINGLE FAMILY,11892
0140E00047000000,140-E-47,273,OLD FARM RD,15228,90300,41700,Taxable,Regular,Residential,SINGLE FAMILY,14903
0140E00055000000,140-E-55,265,OLD FARM RD,15228,122100,38000,Taxable,Regular,Residential,SINGLE FAMILY,10179
0140E00061000000,140-E-61,713,BRAFFERTON DR,15228,93500,36900,Taxable,Regular,Residential,SINGLE FAMILY,8820
0140E00067000000,140-E-67,705,BRAFFERTON DR,15228,127200,39900,Taxable,Regular,Residential,SINGLE FAMILY,12644
0140E00082000000,140-E-82,244,SLEEPY HOLLOW RD,15216,95600,36400,Taxable,Regular,Residential,SINGLE FAMILY,7483
0140E00057000000,140-E-57,716,BRAFFERTON DR,15228,108600,30800,Taxable,Regular,Residential,SINGLE FAMILY,7200
0140E00071000000,140-E-71,257,SLEEPY HOLLOW RD,15216,107200,31100,Taxable,Regular,Residential,SINGLE FAMILY,7886
0140E00018000000,140-E-18,305,OLD FARM RD,15228,158400,36000,Taxable,Regular,Residential,SINGLE FAMILY,6524
0140E00021000000,140-E-21,301,OLD FARM RD,15228,124800,38300,Taxable,Regular,Residential,SINGLE FAMILY,10546
0140E00075000000,140-E-75,249,SLEEPY HOLLOW RD,15216,123600,28800,Taxable,Regular,Residential,SINGLE FAMILY,6573
0140E00017000000,140-E-17,0,OLD FARM RD,15228,0,2700,Taxable,Regular,Residential,VACANT LAND,3420
0140E00033000000,140-E-33,0,OLD FARM RD,15228,0,3700,Taxable,Regular,Residential,VACANT LAND,4640
0140E00088000000,140-E-88,256,SLEEPY HOLLOW RD,15216,100100,31900,Taxable,Regular,Residential,SINGLE FAMILY,9560
0140E00080000000,140-E-80,240,SLEEPY HOLLOW RD,15216,103400,36400,Taxable,Regular,Residential,SINGLE FAMILY,7483
0140E00063000000,140-E-63,709,BRAFFERTON DR,15228,109600,36400,Taxable,Regular,Residential,SINGLE FAMILY,7625
0140E00086000000,140-E-86,252,SLEEPY HOLLOW RD,15216,106000,37100,Taxable,Regular,Residential,SINGLE FAMILY,9122
0140E00073000000,140-E-73,253,SLEEPY HOLLOW RD,15216,150200,29200,Taxable,Regular,Residential,SINGLE FAMILY,7868
0140F00054000000,140-F-54,413,OLD FARM RD,15228,92000,29000,Taxable,Regular,Residential,SINGLE FAMILY,5915
0140F00062000000,140-F-62,429,OLD FARM RD,15228,126500,28400,Taxable,Regular,Residential,SINGLE FAMILY,5404
0140F00070000000,140-F-70,445,OLD FARM RD,15228,119900,30200,Taxable,Regular,Residential,SINGLE FAMILY,5250
0140F00084000000,140-F-84,430,OLD FARM RD,15228,94400,35600,Taxable,Regular,Residential,SINGLE FAMILY,5441
0140E00296000000,140-E-296,310,OLD FARM RD,15228,146800,36000,Taxable,Regular,Residential,SINGLE FAMILY,6484
0140F00012000000,140-F-12,421,SUMMIT DR,15228,87900,36500,Taxable,Regular,Residential,SINGLE FAMILY,7870
0140F00066000000,140-F-66,437,OLD FARM RD,15228,104300,30200,Taxable,Regular,Residential,SINGLE FAMILY,5250
0140F00060000000,140-F-60,425,OLD FARM RD,15228,94900,28500,Taxable,Regular,Residential,SINGLE FAMILY,5690
0140F00050000000,140-F-50,731,COUNTRY CLUB DR,15228,132100,30300,Taxable,Regular,Residential,SINGLE FAMILY,5742
0140F00078000000,140-F-78,444,OLD FARM RD,15228,88000,35800,Taxable,Regular,Residential,SINGLE FAMILY,6139
0140F00080000000,140-F-80,440,OLD FARM RD,15228,112000,35600,Taxable,Regular,Residential,SINGLE FAMILY,5501
0140F00056000000,140-F-56,417,OLD FARM RD,15228,124300,28700,Taxable,Regular,Residential,SINGLE FAMILY,6382
0140F00072000000,140-F-72,449,OLD FARM RD,15228,89600,28400,Taxable,Regular,Residential,SINGLE FAMILY,5250
0140E00292000000,140-E-292,300,OLD FARM RD,15228,89300,35700,Taxable,Regular,Residential,SINGLE FAMILY,5682
0140F00010000000,140-F-10,415,SUMMIT DR,15228,103100,36400,Taxable,Regular,Residential,SINGLE FAMILY,7563
0140F00090000000,140-F-90,420,OLD FARM RD,15228,116100,36200,Taxable,Regular,Residential,SINGLE FAMILY,6997
0140F00102000000,140-F-102,745,COUNTRY CLUB DR,15228,97000,36400,Taxable,Regular,Residential,SINGLE FAMILY,7517
0140F00020000000,140-F-20,437,SUMMIT DR,15228,95300,36300,Taxable,Regular,Residential,SINGLE FAMILY,7346
0140F00040000000,140-F-40,406,SUMMIT DR,15228,101100,30400,Taxable,Regular,Residential,SINGLE FAMILY,6017
0140F00068000000,140-F-68,441,OLD FARM RD,15228,130300,30200,Taxable,Regular,Residential,SINGLE FAMILY,5250
0140F00074000000,140-F-74,453,OLD FARM RD,15228,109500,28500,Taxable,Regular,Residential,SINGLE FAMILY,5598
0140F00112000000,140-F-112,748,COUNTRY CLUB DR,15228,120600,30800,Taxable,Regular,Residential,SINGLE FAMILY,7235
0140F00086000000,140-F-86,426,OLD FARM RD,15228,102700,35700,Taxable,Regular,Residential,SINGLE FAMILY,5742
0140F00100000000,140-F-100,743,COUNTRY CLUB DR,15228,133200,30700,Taxable,Regular,Residential,SINGLE FAMILY,6720
0140E00051000000,140-E-51,269,OLD FARM RD,15228,115200,37000,Taxable,Regular,Residential,SINGLE FAMILY,9000
0140E00077000000,140-E-77,245,SLEEPY HOLLOW RD,15216,104600,28800,Taxable,Regular,Residential,SINGLE FAMILY,6451
0140E00079000000,140-E-79,236,SLEEPY HOLLOW RD,15216,91000,25000,Taxable,Regular,Residential,SINGLE FAMILY,7483
0140E00084000000,140-E-84,248,SLEEPY HOLLOW RD,15216,85600,39600,Taxable,Regular,Residential,SINGLE FAMILY,12273
0140F00126000000,140-F-126,751,FRUITHURST DR,15228,105400,35700,Taxable,Regular,Residential,SINGLE FAMILY,5782
0140F00146000000,140-F-146,746,FRUITHURST DR,15228,92100,28300,Taxable,Regular,Residential,SINGLE FAMILY,5085
0140F00034000000,140-F-34,418,SUMMIT DR,15228,89100,31600,Taxable,Regular,Residential,SINGLE FAMILY,9223
0140E00216000000,140-E-216,776,HIGHVUE RD,15228,106500,35500,Taxable,Regular,Residential,SINGLE FAMILY,5400
0140E00218000000,140-E-218,780,HIGHVUE RD,15228,97800,30200,Taxable,Regular,Residential,SINGLE FAMILY,5400
0140F00092000000,140-F-92,416,OLD FARM RD,15228,109300,36700,Taxable,Regular,Residential,SINGLE FAMILY,8338
0140F00110000000,140-F-110,752,COUNTRY CLUB DR,15228,121700,28500,Taxable,Regular,Residential,SINGLE FAMILY,5575
0140F00042000000,140-F-42,705,COUNTRY CLUB DR,15228,88600,35800,Taxable,Regular,Residential,SINGLE FAMILY,6090
0140F00104000000,140-F-104,751,COUNTRY CLUB DR,15228,126100,36100,Taxable,Regular,Residential,SINGLE FAMILY,6866
0140E00204000000,140-E-204,264,OLD FARM RD,15228,141100,32400,Taxable,Regular,Residential,SINGLE FAMILY,10440
0140E00220000000,140-E-220,784,HIGHVUE RD,15228,76000,35500,Taxable,Regular,Residential,SINGLE FAMILY,5400
0140F00096000000,140-F-96,410,OLD FARM RD,15228,83800,36200,Taxable,Regular,Residential,SINGLE FAMILY,6960
0140F00108000000,140-F-108,758,COUNTRY CLUB DR,15228,127400,28600,Taxable,Corporation,Residential,SINGLE FAMILY,5900
0140F00114000000,140-F-114,744,COUNTRY CLUB DR,15228,112000,30800,Taxable,Regular,Residential,SINGLE FAMILY,7154
