Parcel_ID|Municipality|Property_Address|School_District|Neighborhood_Code|Tax_Code|Recording_Date|Owner_Code|Sale_Price|State_Code|Deed_Book|Use_Code|Deed_Page|Homestead|Abatement|Farmstead|Lot_Area|Land_Value_2012_Mkt|Land_Value_2012_Cty|Building_Value_2012_Mkt|Building_Value_2012_Cty|Total_Value_2012_Mkt|Total_Value_2012_Cty
0142-S-00016-0000-00|926 MT. LEBANON|771 LEBANON AVE|Mt Lebanon|92607|Taxable|7/31/1996|Regular|106000|Residential|9751|SINGLE FAMILY|439|Yes|No|No|5,460 SQFT|32400|32400|134600|119600|167000|152000
0142-S-00017-0000-00|926 MT. LEBANON|773 LEBANON AVE|Mt Lebanon|92607|Taxable|2/28/2006|Regular|190000|Residential|12760|SINGLE FAMILY|352|Yes|No|No|5,460 SQFT|32400|32400|140300|125300|172700|157700
0142-S-00018-0000-00|926 MT. LEBANON|777 LEBANON AVE|Mt Lebanon|92607|Taxable|5/30/1990|Regular|114000|Residential|8257|SINGLE FAMILY|529|Yes|No|No|5,460 SQFT|32400|32400|112600|97600|145000|130000
0142-S-00022-0000-00|926 MT. LEBANON|770 LEBANON AVE|Mt Lebanon|92607|Taxable|4/20/2010|Corporation|1|Residential|14233|SINGLE FAMILY|332|Yes|No|No|7,113 SQFT|33100|33100|124500|109500|157600|142600
0142-S-00024-0000-00|926 MT. LEBANON|766 LEBANON AVE|Mt Lebanon|92607|Taxable|6/2/1993|Regular|122000|Residential|8976|SINGLE FAMILY|40|No|No|No|7,798 SQFT|33400|33400|111600|111600|145000|145000
0142-S-00026-0000-00|926 MT. LEBANON|762 LEBANON AVE|Mt Lebanon|92607|Taxable|6/21/2010|Regular|264000|Residential|14297|SINGLE FAMILY|489|Yes|No|No|8,438 SQFT|33000|33000|141000|126000|174000|159000
0142-S-00028-0000-00|926 MT. LEBANON|758 LEBANON AVE|Mt Lebanon|92607|Taxable|8/22/2007|Regular|1|Residential|13348|SINGLE FAMILY|151|No|No|No|9,170 SQFT|34200|34200|98100|98100|132300|132300
0142-S-00030-0000-00|926 MT. LEBANON|754 LEBANON AVE|Mt Lebanon|92607|Taxable|9/29/2011|Regular|1|Residential|14701|SINGLE FAMILY|40|No|No|No|5,039 SQFT|32300|32300|121300|121300|153600|153600
0142-S-00032-0000-00|926 MT. LEBANON|750 LEBANON AVE|Mt Lebanon|92607|Taxable|6/2/2000|Regular|135200|Residential|10781|SINGLE FAMILY|311|Yes|No|No|5,442 SQFT|27500|27500|115800|100800|143300|128300
0142-S-00036-0000-00|926 MT. LEBANON|852 TOWERCREST DR|Mt Lebanon|92607|Taxable|7/31/1998|Regular|140000|Residential|10261|SINGLE FAMILY|113|Yes|No|No|5,300 SQFT|32400|32400|122900|107900|155300|140300
0142-S-00038-0000-00|926 MT. LEBANON|848 TOWERCREST DR|Mt Lebanon|92607|Taxable|8/5/2002|Regular|1|Residential|11420|SINGLE FAMILY|278|Yes|No|No|5,237 SQFT|32300|32300|106600|91600|138900|123900
0142-S-00044-0000-00|926 MT. LEBANON|851 TOWERCREST DR|Mt Lebanon|92607|Taxable|6/10/1974|Regular|31500|Residential||SINGLE FAMILY|0|No|No|No|6,500 SQFT|32800|32800|119300|119300|152100|152100
0142-S-00046-0000-00|926 MT. LEBANON|859 TOWERCREST DR|Mt Lebanon|92607|Taxable|12/26/1991|Regular|117500|Residential|8629|SINGLE FAMILY|210|No|No|No|13,000 SQFT|37300|37300|134200|134200|171500|171500
0142-S-00050-0000-00|926 MT. LEBANON|863 TOWERCREST DR|Mt Lebanon|92607|Taxable|10/19/2005|Regular|180000|Residential|12630|SINGLE FAMILY|519|Yes|No|No|6,500 SQFT|32800|32800|112000|97000|144800|129800
0142-S-00052-0000-00|926 MT. LEBANON|867 TOWERCREST DR|Mt Lebanon|92607|Taxable|11/5/2010|Regular|0|Residential|14424|SINGLE FAMILY|409|Yes|No|No|6,462 SQFT|32800|32800|97200|82200|130000|115000
0142-S-00054-0000-00|926 MT. LEBANON|871 TOWERCREST DR|Mt Lebanon|92607|Taxable|10/27/1992|Regular|78500|Residential|8836|SINGLE FAMILY|151|Yes|No|No|5,216 SQFT|29100|29100|55900|40900|85000|70000
0142-S-00058-0000-00|926 MT. LEBANON|279 LEBANON AVE|Mt Lebanon|92613|Taxable|7/15/2002|Regular|31000|Residential|11399|RES AUX BUILDING (NO HOUSE)|282|No|No|No|7,500 SQFT|28400|28400|1700|1700|30100|30100
0142-S-00068-0000-00|926 MT. LEBANON|181 COCHRAN RD|Mt Lebanon|92607|Taxable|1/27/2003|Regular|1|Residential|11559|SINGLE FAMILY|542|Yes|No|No|34,050 SQFT|54100|54100|116800|101800|170900|155900
0142-S-00073-0000-00|926 MT. LEBANON|281 LEBANON AVE|Mt Lebanon|92613|Taxable|8/22/2007|Regular|159500|Residential|13348|SINGLE FAMILY|188|Yes|No|No|4,500 SQFT|28800|28800|76200|61200|105000|90000
0142-S-00075-0000-00|926 MT. LEBANON|283 LEBANON AVE|Mt Lebanon|92613|Taxable|8/7/1984|Regular|62500|Residential|6924|SINGLE FAMILY|120|Yes|No|No|5,464 SQFT|30300|30300|64700|49700|95000|80000
0142-S-00078-0000-00|926 MT. LEBANON|285 LEBANON AVE|Mt Lebanon|92613|Taxable|9/10/1998|Regular|1|Residential|10294|SINGLE FAMILY|336|Yes|No|No|4,260 SQFT|28400|28400|90600|75600|119000|104000
0142-S-00079-0000-00|926 MT. LEBANON|287 LEBANON AVE|Mt Lebanon|92613|Taxable|12/3/1986|Regular|64300|Residential|7443|SINGLE FAMILY|531|Yes|No|No|4,920 SQFT|29600|29600|96100|81100|125700|110700
0142-S-00080-0000-00|926 MT. LEBANON|289 LEBANON AVE|Mt Lebanon|92613|Taxable|7/3/1986|Regular|55000|Residential|7332|SINGLE FAMILY|308|Yes|No|No|3,202 SQFT|26400|26400|57700|42700|84100|69100
0142-S-00081-0000-00|926 MT. LEBANON|291 LEBANON AVE|Mt Lebanon|92613|Taxable|9/15/1980|Regular|54000|Residential|6294|SINGLE FAMILY|462|Yes|No|No|6,033 SQFT|30700|30700|105100|90100|135800|120800
0142-S-00084-0000-00|926 MT. LEBANON|174 COCHRAN RD|Mt Lebanon|92613|Taxable|3/7/2002|Regular|32000|Residential|11287|SINGLE FAMILY|120|No|No|No|9,494 SQFT|23600|23600|33600|33600|57200|57200
0142-S-00086-0000-00|926 MT. LEBANON|172 COCHRAN RD|Mt Lebanon|92613|Taxable|9/23/2009|Corporation|120000|Residential|14052|SINGLE FAMILY|309|No|No|No|3,492 SQFT|13800|13800|51200|51200|65000|65000
0142-S-00088-0000-00|926 MT. LEBANON|164 COCHRAN RD|Mt Lebanon|92613|Taxable|7/31/2009|Corporation|109000|Residential|13998|SINGLE FAMILY|552|No|No|No|4,800 SQFT|23800|23800|82400|82400|106200|106200
0142-S-00090-0000-00|926 MT. LEBANON|160 COCHRAN RD|Mt Lebanon|92613|Taxable|10/18/1993|Regular|61000|Residential|9077|SINGLE FAMILY|104|Yes|No|No|4,800 SQFT|23800|23800|69100|54100|92900|77900
0142-S-00092-0000-00|926 MT. LEBANON|154 COCHRAN RD|Mt Lebanon|92613|Taxable|6/8/2007|Regular|152000|Residential|13264|SINGLE FAMILY|54|Yes|No|No|7,200 SQFT|25400|25400|103100|88100|128500|113500
0142-S-00094-0000-00|926 MT. LEBANON|150 COCHRAN RD|Mt Lebanon|92613|Taxable|3/21/2006|Regular|0|Residential|12783|SINGLE FAMILY|10|Yes|No|No|7,200 SQFT|20400|20400|114300|99300|134700|119700
0142-S-00096-0000-00|926 MT. LEBANON|144 COCHRAN RD|Mt Lebanon|92613|Taxable|8/1/2006|Regular|166000|Residential|12938|SINGLE FAMILY|218|Yes|No|No|4,800 SQFT|20300|20300|107100|92100|127400|112400
0142-S-00098-0000-00|926 MT. LEBANON|140 COCHRAN RD|Mt Lebanon|92613|Taxable|6/29/2001|Regular|96000|Residential|11085|SINGLE FAMILY|620|Yes|No|No|4,800 SQFT|20300|20300|78600|63600|98900|83900
0142-S-00100-0000-00|926 MT. LEBANON|136 COCHRAN RD|Mt Lebanon|92613|Taxable|6/13/2005|Regular|160000|Residential|12479|SINGLE FAMILY|12|Yes|No|No|14,400 SQFT|24600|24600|96600|81600|121200|106200
0142-S-00106-0000-00|926 MT. LEBANON|912 MIAMI AVE|Mt Lebanon|92613|Taxable|4/30/2007|Regular|200000|Residential|13218|SINGLE FAMILY|454|Yes|No|No|15,414 SQFT|36300|36300|116200|101200|152500|137500
0142-S-00110-0000-00|926 MT. LEBANON|912 MIAMI AVE|Mt Lebanon|92613|Taxable|4/30/2007|Regular|200000|Residential|13218|VACANT LAND|454|No|No|No|2,952 SQFT|1400|1400|0|0|1400|1400
0142-S-00111-0000-00|926 MT. LEBANON|MIAMI AVE|Mt Lebanon|92613|Taxable|10/7/1994|Regular|124000|Residential|9320|VACANT LAND|483|No|No|No|3,433 SQFT|1700|1700|0|0|1700|1700
0142-S-00112-0000-00|926 MT. LEBANON|904 MIAMI AVE|Mt Lebanon|92613|Taxable|10/7/1994|Regular|124000|Residential|9320|SINGLE FAMILY|483|Yes|No|No|8,324 SQFT|32000|32000|137900|122900|169900|154900
0142-S-00114-0000-00|926 MT. LEBANON|CLARAVISTA RD|Mt Lebanon|926C9|Exempt|9/30/1981|Corporation|0|Government|6336|OWNED BY BOARD OF EDUCATION|114|No|No|No|3,833 SQFT|8600|8600|0|0|8600|8600
0142-S-00118-0000-00|926 MT. LEBANON|907 MIAMI AVE|Mt Lebanon|92613|Taxable|1/26/2006|Regular|215000|Residential|12731|SINGLE FAMILY|430|Yes|No|No|4,800 SQFT|25000|25000|112900|97900|137900|122900
0142-S-00120-0000-00|926 MT. LEBANON|911 MIAMI AVE|Mt Lebanon|92613|Taxable|5/2/1988|Regular|67000|Residential|7774|SINGLE FAMILY|594|Yes|No|No|4,800 SQFT|25000|25000|75700|60700|100700|85700
0142-S-00122-0000-00|926 MT. LEBANON|913 MIAMI AVE|Mt Lebanon|92613|Taxable|6/10/2008|Regular|182055|Residential|13636|SINGLE FAMILY|103|Yes|No|No|4,800 SQFT|25000|25000|90000|75000|115000|100000
0142-S-00124-0000-00|926 MT. LEBANON|915 MIAMI AVE|Mt Lebanon|92613|Taxable|5/19/2011|Regular|206500|Residential|14582|SINGLE FAMILY|97|No|No|No|4,800 SQFT|25000|25000|142600|142600|167600|167600
0142-S-00126-0000-00|926 MT. LEBANON|921 MIAMI AVE|Mt Lebanon|92613|Taxable|8/2/2011|Regular|217500|Residential|14649|SINGLE FAMILY|521|No|No|No|4,800 SQFT|25000|25000|80600|80600|105600|105600
0142-S-00128-0000-00|926 MT. LEBANON|923 MIAMI AVE|Mt Lebanon|92613|Taxable|5/5/2003|Regular|105000|Residential|11638|SINGLE FAMILY|017|Yes|No|No|4,800 SQFT|25000|25000|104400|89400|129400|114400
0142-S-00130-0000-00|926 MT. LEBANON|929 MIAMI AVE|Mt Lebanon|92613|Taxable|8/10/2000|Regular|142000|Residential|10838|SINGLE FAMILY|101|Yes|No|No|4,800 SQFT|25000|25000|119800|104800|144800|129800
0142-S-00132-0000-00|926 MT. LEBANON|931 MIAMI AVE|Mt Lebanon|92613|Taxable|8/13/2009|Regular|215000|Residential|14011|SINGLE FAMILY|433|Yes|No|No|4,800 SQFT|25000|25000|82800|67800|107800|92800
0142-S-00134-0000-00|926 MT. LEBANON|941 MIAMI AVE|Mt Lebanon|92613|Taxable|8/28/1974|Regular|31000|Residential||SINGLE FAMILY|0|Yes|No|No|7,076 SQFT|25300|25300|119200|104200|144500|129500
0142-S-00138-0000-00|926 MT. LEBANON|120 COCHRAN RD|Mt Lebanon|92613|Taxable|5/18/1998|Regular|1|Residential|10199|SINGLE FAMILY|226|Yes|No|No|4,800 SQFT|23800|23800|104500|89500|128300|113300
0142-S-00140-0000-00|926 MT. LEBANON|118 COCHRAN RD|Mt Lebanon|92613|Taxable|9/16/1997|Regular|114500|Residential|10034|SINGLE FAMILY|230|Yes|No|No|4,800 SQFT|20300|20300|93400|78400|113700|98700
0142-S-00142-0000-00|926 MT. LEBANON|114 COCHRAN RD|Mt Lebanon|92613|Taxable|11/3/2006|Regular|112000|Residential|13048|SINGLE FAMILY|298|Yes|No|No|4,800 SQFT|20300|20300|117700|102700|138000|123000
0142-S-00144-0000-00|926 MT. LEBANON|110 COCHRAN RD|Mt Lebanon|92613|Taxable|7/23/2009|Regular|1|Residential|13991|SINGLE FAMILY|25|No|No|No|4,800 SQFT|29400|29400|94200|94200|123600|123600
0142-S-00146-0000-00|926 MT. LEBANON|100 COCHRAN RD|Mt Lebanon|92613|Taxable|2/28/2007|Regular|162000|Residential|13157|SINGLE FAMILY|223|No|No|No|6,944 SQFT|21500|21500|116300|116300|137800|137800
0142-S-00250-0000-00|926 MT. LEBANON|COCHRAN RD|Mt Lebanon|926C9|Exempt|1/20/1984|Corporation|1|Government|6804|OWNED BY BOARD OF EDUCATION|308|No|No|No|28.5900 Acres|2236000|2236000|20408000|20408000|22644000|22644000
0143-D-00136-0001-00|926 MT. LEBANON|SWALLOW HILL RD|Mt Lebanon|92611|Taxable|4/30/1970|Regular|0|Residential|4833|VACANT LAND|425|No|No|No|7,650 SQFT|10000|10000|0|0|10000|10000
0143-D-00140-0000-00|926 MT. LEBANON|50 GLEN RIDGE LN|Mt Lebanon|92611|Taxable|7/31/1998|Regular|205000|Residential|10260|SINGLE FAMILY|109|Yes|No|No|11,049 SQFT|99000|99000|151300|136300|250300|235300
0143-D-00142-0000-00|926 MT. LEBANON|54 GLEN RIDGE LN|Mt Lebanon|92611|Taxable|9/7/2007|Regular|360000|Residential|13367|SINGLE FAMILY|227|Yes|No|No|17,520 SQFT|88800|88800|152500|137500|241300|226300
0143-D-00144-0000-00|926 MT. LEBANON|58 GLEN RIDGE LN|Mt Lebanon|92611|Taxable|6/19/1981|Regular|140500|Residential|6376|SINGLE FAMILY|1052|Yes|No|No|16,880 SQFT|82900|82900|181500|166500|264400|249400
0143-D-00146-0000-00|926 MT. LEBANON|63 GLEN RIDGE LN|Mt Lebanon|92611|Taxable|9/30/1987|Regular|230000|Residential|7649|SINGLE FAMILY|258|Yes|No|No|24,066 SQFT|70300|70300|279700|264700|350000|335000
0143-D-00148-0000-00|926 MT. LEBANON|59 GLEN RIDGE LN|Mt Lebanon|92611|Taxable|1/23/2003|Regular|242500|Residential|11557|SINGLE FAMILY|216|Yes|No|No|9,720 SQFT|78500|78500|164500|149500|243000|228000
0143-D-00150-0000-00|926 MT. LEBANON|55 GLEN RIDGE LN|Mt Lebanon|92611|Taxable|7/12/2011|Regular|332500|Residential|14631|SINGLE FAMILY|206|Yes|No|No|16,704 SQFT|87900|87900|204800|189800|292700|277700
0143-D-00152-0000-00|926 MT. LEBANON|51 GLEN RIDGE LN|Mt Lebanon|92611|Taxable|11/19/2010|Regular|410000|Residential|14435|SINGLE FAMILY|413|Yes|No|No|15,360 SQFT|70000|70000|232100|217100|302100|287100
0143-D-00156-0000-00|926 MT. LEBANON|SCRUBGRASS RD|Mt Lebanon|92611|Taxable|10/23/1980|Corporation|1400|Residential|6310|VACANT LAND|366|No|No|No|1,470 SQFT|1900|1900|0|0|1900|1900
0143-D-00160-0000-00|926 MT. LEBANON|798 SCRUBGRASS RD|Mt Lebanon|92611|Taxable|4/20/2009|Regular|505000|Residential|13903|SINGLE FAMILY|464|Yes|No|No|15,015 SQFT|66100|66100|354800|339800|420900|405900
0143-D-00162-0000-00|926 MT. LEBANON|SCRUBGRASS RD|Mt Lebanon|92611|Taxable|4/20/2009|Regular|505000|Residential|13903|VACANT LAND|464|No|No|No|13,900 SQFT|2000|2000|0|0|2000|2000
0143-D-00174-0000-00|926 MT. LEBANON|757 PINOAK RD|Mt Lebanon|92610|Taxable|7/13/1964|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|14,148 SQFT|61700|61700|377000|362000|438700|423700
0143-D-00175-0000-00|926 MT. LEBANON|797 SCRUBGRASS RD|Mt Lebanon|92610|Taxable|6/29/2004|Regular|60000|Residential|12100|SINGLE FAMILY|245|No|No|No|26,445 SQFT|75900|75900|143100|143100|219000|219000
0143-D-00176-0000-00|926 MT. LEBANON|761 PINOAK RD|Mt Lebanon|92610|Taxable|2/2/1994|Regular|294500|Residential|9151|SINGLE FAMILY|372|No|No|No|17,100 SQFT|65100|65100|280900|280900|346000|346000
0143-D-00178-0000-00|926 MT. LEBANON|765 PINOAK RD|Mt Lebanon|92610|Taxable|6/30/1988|Regular|222500|Residential|7816|SINGLE FAMILY|123|Yes|No|No|17,334 SQFT|65400|65400|269600|254600|335000|320000
0143-D-00182-0000-00|926 MT. LEBANON|769 PINOAK RD|Mt Lebanon|92610|Taxable|2/24/1992|Regular|230000|Residential|8660|SINGLE FAMILY|577|Yes|No|No|15,456 SQFT|75000|75000|202200|187200|277200|262200
0143-D-00183-0000-00|926 MT. LEBANON|PINOAK RD|Mt Lebanon|92610|Taxable|4/1/1996|Regular|295000|Residential|9661|VACANT LAND|23|No|No|No|2,041 SQFT|2400|2400|0|0|2400|2400
0143-D-00184-0000-00|926 MT. LEBANON|773 PINOAK RD|Mt Lebanon|92610|Taxable|5/4/2011|Regular|410000|Residential|14569|SINGLE FAMILY|228|No|No|No|15,510 SQFT|63300|63300|150000|150000|213300|213300
0143-D-00186-0000-00|926 MT. LEBANON|777 PINOAK RD|Mt Lebanon|92610|Taxable|7/29/2008|Regular|450000|Residential|13685|SINGLE FAMILY|335|Yes|No|No|15,510 SQFT|63300|63300|261700|246700|325000|310000
0143-D-00188-0000-00|926 MT. LEBANON|PINOAK RD|Mt Lebanon|92610|Taxable|9/25/1991|Regular|0|Residential|8571|VACANT LAND|516|No|No|No|23,731 SQFT|72700|72700|0|0|72700|72700
0143-D-00190-0000-00|926 MT. LEBANON|1000 SEGAR RD|Mt Lebanon|92610|Taxable|8/26/2005|Regular|180000|Residential|12568|SINGLE FAMILY|202|Yes|No|No|15,038 SQFT|30000|30000|145000|130000|175000|160000
0143-D-00191-0000-00|926 MT. LEBANON|807 SCRUBGRASS RD|Mt Lebanon|92610|Taxable|11/1/1990|Regular|146200|Residential|8365|SINGLE FAMILY|511|Yes|No|No|29,808 SQFT|54200|54200|206100|191100|260300|245300
0143-D-00192-0000-00|926 MT. LEBANON|803 SCRUBGRASS RD|Mt Lebanon|92610|Taxable|4/1/1996|Regular|295000|Residential|9661|SINGLE FAMILY|23|Yes|No|No|34,110 SQFT|61000|61000|358400|343400|419400|404400
0143-D-00194-0000-00|926 MT. LEBANON|799 SCRUBGRASS RD|Mt Lebanon|92610|Taxable|4/29/2002|Regular|242500|Residential|11331|SINGLE FAMILY|234|Yes|No|No|17,480 SQFT|42500|42500|200000|185000|242500|227500
0143-D-00196-0000-00|926 MT. LEBANON|795 SCRUBGRASS RD|Mt Lebanon|92610|Taxable|4/27/1979|Regular|122000|Residential||SINGLE FAMILY|0|Yes|No|No|11,675 SQFT|42400|42400|281600|266600|324000|309000
0143-D-00198-0000-00|926 MT. LEBANON|791 SCRUBGRASS RD|Mt Lebanon|92610|Taxable|6/5/1980|Regular|125000|Residential|6259|SINGLE FAMILY|252|Yes|No|No|21,654 SQFT|50700|50700|440400|425400|491100|476100
0143-D-00200-0000-00|926 MT. LEBANON|941 OLD HICKORY RD|Mt Lebanon|92610|Taxable|11/5/2004|Corporation|1|Residential|12250|SINGLE FAMILY|171|Yes|No|No|15,410 SQFT|53700|53700|192900|177900|246600|231600
0143-D-00201-0000-00|926 MT. LEBANON|932 OLD HICKORY RD|Mt Lebanon|92610|Taxable|11/20/2009|Regular|330000|Residential|14110|SINGLE FAMILY|348|Yes|No|No|15,917 SQFT|63800|63800|233200|218200|297000|282000
0143-D-00202-0000-00|926 MT. LEBANON|945 OLD HICKORY RD|Mt Lebanon|92610|Taxable|10/17/1979|Regular|111000|Residential|6177|SINGLE FAMILY|539|Yes|No|No|14,130 SQFT|52500|52500|213100|198100|265600|250600
0143-D-00204-0000-00|926 MT. LEBANON|949 OLD HICKORY RD|Mt Lebanon|92610|Taxable|8/7/1985|Regular|150000|Residential|7131|SINGLE FAMILY|645|Yes|No|No|16,623 SQFT|64600|64600|258500|243500|323100|308100
0143-D-00206-0000-00|926 MT. LEBANON|953 OLD HICKORY RD|Mt Lebanon|92610|Taxable|9/7/2001|Regular|350000|Residential|11146|SINGLE FAMILY|118|Yes|No|No|13,736 SQFT|61300|61300|269800|254800|331100|316100
0143-D-00208-0000-00|926 MT. LEBANON|758 PINOAK RD|Mt Lebanon|92610|Taxable|9/6/1994|Regular|370000|Residential|9299|SINGLE FAMILY|121|Yes|No|No|12,600 SQFT|48000|48000|257300|242300|305300|290300
0143-D-00210-0000-00|926 MT. LEBANON|762 PINOAK RD|Mt Lebanon|92610|Taxable|8/5/1986|Regular|230000|Residential|7357|SINGLE FAMILY|451|Yes|No|No|12,600 SQFT|48000|48000|297200|282200|345200|330200
0143-D-00212-0000-00|926 MT. LEBANON|766 PINOAK RD|Mt Lebanon|92610|Taxable|6/20/1977|Regular|27600|Residential||SINGLE FAMILY|0|Yes|No|No|12,600 SQFT|48000|48000|289700|274700|337700|322700
0143-D-00214-0000-00|926 MT. LEBANON|770 PINOAK RD|Mt Lebanon|92610|Taxable|5/3/2001|Regular|410000|Residential|11036|SINGLE FAMILY|317|Yes|No|No|13,058 SQFT|60500|60500|343900|328900|404400|389400
0143-D-00216-0000-00|926 MT. LEBANON|774 PINOAK RD|Mt Lebanon|92610|Taxable|7/7/2003|Regular|400000|Residential|11696|SINGLE FAMILY|566|Yes|No|No|12,423 SQFT|47800|47800|281700|266700|329500|314500
0143-D-00218-0000-00|926 MT. LEBANON|779 FLINT RIDGE RD|Mt Lebanon|92610|Taxable|2/7/1984|Regular|175000|Residential|6812|SINGLE FAMILY|530|Yes|No|No|2,550 SQFT|42300|42300|237700|222700|280000|265000
0143-D-00220-0000-00|926 MT. LEBANON|783 FLINT RIDGE RD|Mt Lebanon|92610|Taxable|3/15/1994|Regular|260000|Residential|9173|SINGLE FAMILY|637|Yes|No|No|12,600 SQFT|48000|48000|242000|227000|290000|275000
0143-D-00222-0000-00|926 MT. LEBANON|787 FLINT RIDGE RD|Mt Lebanon|92610|Taxable|6/3/1987|Regular|260000|Residential|7566|SINGLE FAMILY|627|Yes|No|No|12,600 SQFT|48000|48000|252000|237000|300000|285000
0143-D-00226-0000-00|926 MT. LEBANON|800 FLINT RIDGE RD|Mt Lebanon|92610|Taxable|11/19/2004|Regular|365000|Residential|12264|SINGLE FAMILY|12|No|No|No|24,084 SQFT|65000|65000|260000|260000|325000|325000
0143-H-00275-0000-00|926 MT. LEBANON|SEGAR RD|Mt Lebanon|926C9|PURTA Taxable|2/13/1974|Corporation|0|Utilities||COMMERCIAL/UTILITY|0|No|No|No|1,166 SQFT|500|500|0|0|500|500
0143-H-00280-0000-00|926 MT. LEBANON|SEGAR RD|Mt Lebanon|926C9|Taxable|4/9/1984|Corporation|12000|Commercial|6845|CHARITABLE EXEMPTION/HOS/HOMES|121|No|No|No|21,248 SQFT|23900|23900|0|0|23900|23900
0143-H-00300-0000-00|926 MT. LEBANON|205 SEGAR RD|Mt Lebanon|92610|Taxable|12/8/2004|Regular|179000|Residential|12284|SINGLE FAMILY|116|No|No|No|33,472 SQFT|37800|37800|62200|62200|100000|100000
0143-H-00310-0000-00|926 MT. LEBANON|SEGAR RD|Mt Lebanon|92610|Taxable|6/5/1979|Regular|3000|Residential||VACANT LAND|0|No|No|No|14,810 SQFT|62500|62500|0|0|62500|62500
0143-H-00354-0000-00|926 MT. LEBANON|986 SEGAR RD|Mt Lebanon|92610|Taxable|4/1/2002|Regular|235000|Residential|11308|SINGLE FAMILY|134|Yes|No|No|20,167 SQFT|58400|58400|148400|133400|206800|191800
0143-H-00356-0000-00|926 MT. LEBANON|781 FLINT RIDGE RD|Mt Lebanon|92610|Taxable|9/25/1991|Regular|340000|Residential|8571|SINGLE FAMILY|516|No|No|No|29,375 SQFT|79200|79200|234300|234300|313500|313500
0143-H-00360-0000-00|926 MT. LEBANON|788 FLINT RIDGE RD|Mt Lebanon|92610|Taxable|9/19/2008|Regular|565000|Residential|13738|SINGLE FAMILY|180|No|No|No|19,659 SQFT|61300|61300|289000|289000|350300|350300
0143-H-00362-0000-00|926 MT. LEBANON|792 FLINT RIDGE RD|Mt Lebanon|92610|Taxable|1/27/2010|Regular|656250|Residential|14166|SINGLE FAMILY|45|Yes|No|No|32,701 SQFT|66400|66400|183000|168000|249400|234400
0143-H-00364-0000-00|926 MT. LEBANON|796 FLINT RIDGE RD|Mt Lebanon|92610|Taxable|2/20/1979|Regular|120000|Residential|6068|SINGLE FAMILY|809|Yes|No|No|22,790 SQFT|60900|60900|250000|235000|310900|295900
0143-H-00366-0000-00|926 MT. LEBANON|872 FOXLAND DR|Mt Lebanon|92610|Taxable|9/6/2006|Regular|300000|Residential|12962|SINGLE FAMILY|574|Yes|No|No|21,337 SQFT|70000|70000|222900|207900|292900|277900
0143-H-00370-0000-00|926 MT. LEBANON|876 FOXLAND DR|Mt Lebanon|92610|Taxable|1/27/1995|Regular|358000|Residential|9391|SINGLE FAMILY|615|Yes|No|No|25,266 SQFT|74500|74500|278000|263000|352500|337500
0143-H-00372-0000-01|926 MT. LEBANON|SEGAR RD|Mt Lebanon|92610|Taxable|5/20/1994|Regular|1|Residential|9219|VACANT LAND|441|No|No|No|17,648 SQFT|47300|47300|0|0|47300|47300
0143-H-00376-0000-00|926 MT. LEBANON|FOXLAND DR|Mt Lebanon|92610|Taxable|11/21/2006|Regular|600000|Residential|12065|VACANT LAND|313|No|No|No|8,279 SQFT|56100|56100|0|0|56100|56100
0143-M-00150-0000-02|926 MT. LEBANON|1000 BOWER HILL RD|Mt Lebanon|926C9|Exempt|11/17/1955|Corporation|0|Commercial|3170|CHARITABLE EXEMPTION/HOS/HOMES|75|No|No|No|12.0807 Acres|1187800|1187800|35005900|35005900|36193700|36193700
0143-M-00150-0000-03|926 MT. LEBANON|BOWER HILL RD|Mt Lebanon|926C9|Taxable|11/17/1955|Corporation|0|Other||CHARITABLE EXEMPTION/HOS/HOMES|0|No|No|No|1.2094 Acres|130790|130790|376830|376830|507620|507620
0143-M-00150-0000-04|926 MT. LEBANON|1050 BOWER HILL RD|Mt Lebanon|926C9|Taxable|2/6/1989|Corporation|0|Other||CHARITABLE EXEMPTION/HOS/HOMES|0|No|No|No|23,128 SQFT|55800|55800|5189800|5189800|5245600|5245600
0143-M-00250-0000-00|926 MT. LEBANON|SEGAR RD|Mt Lebanon|926C9|PURTA Taxable|2/26/1959|Corporation|0|Utilities|3766|COMMERCIAL/UTILITY|177|No|No|No|27,007 SQFT|48500|48500|700|700|49200|49200
0143-M-00260-0000-00|926 MT. LEBANON|SEGAR RD|Mt Lebanon|926C9|Exempt|7/30/1963|Corporation|0|Other||CHARITABLE EXEMPTION/HOS/HOMES|0|No|No|No|1,873 SQFT|4200|4200|0|0|4200|4200
0143-M-00262-0000-00|926 MT. LEBANON|SEGAR RD|Mt Lebanon|926C9|PURTA Taxable|12/31/1961|Corporation|0|Utilities|3964|COMMERCIAL/UTILITY|695|No|No|No|4,640 SQFT|7200|7200|400|400|7600|7600
0143-N-00056-0000-00|926 MT. LEBANON|152 VANDERBILT DR|Mt Lebanon|92609|Taxable|8/23/1991|Regular|200000|Residential|8551|SINGLE FAMILY|151|Yes|No|No|20,037 SQFT|45900|45900|238200|223200|284100|269100
0143-N-00058-0000-00|926 MT. LEBANON|156 VANDERBILT DR|Mt Lebanon|92609|Taxable|5/11/2004|Regular|400000|Residential|12040|SINGLE FAMILY|502|No|No|No|18,295 SQFT|52500|52500|312500|312500|365000|365000
