Parcel_ID|Municipality|Property_Address|School_District|Neighborhood_Code|Tax_Code|Recording_Date|Owner_Code|Sale_Price|State_Code|Deed_Book|Use_Code|Deed_Page|Homestead|Abatement|Farmstead|Lot_Area|Land_Value_2012_Mkt|Land_Value_2012_Cty|Building_Value_2012_Mkt|Building_Value_2012_Cty|Total_Value_2012_Mkt|Total_Value_2012_Cty
0063-N-00198-0000-00|926 MT. LEBANON|MCFARLAND RD|Mt Lebanon|926C4|Taxable|11/3/1982|Regular|0|Commercial|6556|VACANT COMMERCIAL LAND|598|No|No|No|9,501 SQFT|17100|17100|0|0|17100|17100
0063-N-00206-0000-00|926 MT. LEBANON|MCFARLAND RD|Mt Lebanon|926C4|Taxable|12/30/2005|Corporation|1|Commercial|12708|OFFICE/WAREHOUSE|131|No|No|No|37,441 SQFT|148200|148200|581800|581800|730000|730000
0063-N-00216-0000-00|926 MT. LEBANON|1655 MCFARLAND RD|Mt Lebanon|926C4|Taxable|1/18/1995|Regular|0|Commercial|9386|OFFICE - 1-2 STORIES|503|No|No|No|14,000 SQFT|94000|94000|368200|368200|462200|462200
0063-N-00220-0001-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|5/2/1985|Regular|32200|Residential|7072|CONDOMINIUM|361|Yes|No|No|915 SQFT|0|0|37900|22900|37900|22900
0063-N-00220-0002-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|9/8/1988|Regular|29000|Residential|7864|CONDOMINIUM|474|No|No|No|912 SQFT|0|0|37900|37900|37900|37900
0063-N-00220-0003-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Exempt|12/19/2006|Corporation|35000|Residential|13092|CONDOMINIUM|400|No|No|No|915 SQFT|0|0|24000|24000|24000|24000
0063-N-00220-0011-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|6/29/2004|Regular|1|Residential|12100|CONDOMINIUM|250|Yes|Yes|No|928 SQFT|0|0|34500|19500|34500|19500
0063-N-00220-0012-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|10/15/2001|Regular|34000|Residential|11174|CONDOMINIUM|57|Yes|Yes|No|988 SQFT|0|0|38900|23900|38900|23900
0063-N-00220-0013-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|9/12/2008|Regular|25000|Residential|13732|CONDOMINIUM|208|No|No|No|978 SQFT|0|0|38500|38500|38500|38500
0063-N-00220-0014-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|11/6/1995|Regular|32000|Residential|9576|CONDOMINIUM|204|Yes|Yes|No|975 SQFT|0|0|38400|23400|38400|23400
0063-N-00220-0021-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Exempt|3/1/2007|Corporation|46000|Residential|13159|CONDOMINIUM|452|No|No|No|938 SQFT|0|0|37300|37300|37300|37300
0063-N-00220-0022-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|3/5/1991|Regular|33000|Residential|8433|CONDOMINIUM|558|Yes|No|No|978 SQFT|0|0|39900|24900|39900|24900
0063-N-00220-0023-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|11/15/2005|Regular|52000|Residential|12660|CONDOMINIUM|415|Yes|Yes|No|978 SQFT|0|0|39900|24900|39900|24900
0063-N-00220-0024-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|1/11/2001|Regular|42500|Residential|10957|CONDOMINIUM|313|No|No|No|975 SQFT|0|0|39800|39800|39800|39800
0063-N-00220-0031-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|3/4/2004|Regular|40500|Residential|11966|CONDOMINIUM|462|No|No|No|1,046 SQFT|0|0|40800|40800|40800|40800
0063-N-00220-0032-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|6/14/2005|Regular|56000|Residential|12479|CONDOMINIUM|236|Yes|No|No|1,042 SQFT|0|0|40700|25700|40700|25700
0063-N-00220-0033-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|10/3/1997|Regular|38000|Residential|10049|CONDOMINIUM|58|No|No|No|990 SQFT|0|0|39100|39100|39100|39100
0063-N-00220-0034-00|926 MT. LEBANON|187 MORRISON DR|Mt Lebanon|92688|Taxable|7/12/1995|Regular|33500|Residential|9495|CONDOMINIUM|425|Yes|No|No|984 SQFT|0|0|38900|23900|38900|23900
0063-N-00224-0000-00|926 MT. LEBANON|183 MORRISON DR|Mt Lebanon|926C8|Taxable|5/31/2001|Corporation|320805|Commercial|11058|APART: 5-19 UNITS|556|No|No|No|10,553 SQFT|44800|44800|290600|290600|335400|335400
0063-N-00226-0000-00|926 MT. LEBANON|181 MORRISON DR|Mt Lebanon|92612|Taxable|11/16/2005|Regular|110000|Residential|12662|ROWHOUSE|28|No|No|No|3,930 SQFT|46000|46000|19000|19000|65000|65000
0063-N-00228-0000-00|926 MT. LEBANON|179 MORRISON DR|Mt Lebanon|92612|Taxable|4/3/2007|Regular|117000|Residential|13192|ROWHOUSE|573|Yes|No|No|4,154 SQFT|46200|46200|53900|38900|100100|85100
0063-N-00230-0000-00|926 MT. LEBANON|177 MORRISON DR|Mt Lebanon|92612|Taxable|4/19/2011|Regular|172000|Residential|14556|SINGLE FAMILY|313|No|No|No|3,305 SQFT|13000|13000|52600|52600|65600|65600
0063-N-00232-0000-00|926 MT. LEBANON|175 MORRISON DR|Mt Lebanon|92612|Taxable|4/19/2011|Regular|172000|Residential|14556|ROWHOUSE|313|No|No|No|3,621 SQFT|13000|13000|52000|52000|65000|65000
0063-N-00234-0000-00|926 MT. LEBANON|171 MORRISON DR|Mt Lebanon|92612|Taxable|9/25/1951|Regular|0|Residential||TWO FAMILY|0|No|No|No|6,751 SQFT|47700|47700|77300|77300|125000|125000
0063-N-00238-0000-00|926 MT. LEBANON|163 MORRISON DR|Mt Lebanon|92612|Taxable|5/3/2007|Regular|189900|Residential|13224|TWO FAMILY|93|No|No|No|9,153 SQFT|50500|50500|81000|81000|131500|131500
0063-N-00240-0000-00|926 MT. LEBANON|159 MORRISON DR|Mt Lebanon|92612|Taxable|9/30/2005|Regular|1|Residential|12609|TWO FAMILY|402|Yes|No|No|9,528 SQFT|51000|51000|135800|120800|186800|171800
0063-N-00242-0000-00|926 MT. LEBANON|155 MORRISON DR|Mt Lebanon|92612|Taxable|10/15/2010|Regular|225000|Residential|14407|TWO FAMILY|62|Yes|No|No|8,905 SQFT|50100|50100|123600|108600|173700|158700
0063-N-00244-0000-00|926 MT. LEBANON|151 MORRISON DR|Mt Lebanon|92612|Taxable|12/10/1990|Regular|85000|Residential|8388|TWO FAMILY|133|No|No|No|8,865 SQFT|50000|50000|117200|117200|167200|167200
0063-N-00246-0000-01|926 MT. LEBANON|147 MORRISON DR|Mt Lebanon|92612|Taxable|3/5/2010|Regular|190000|Residential|14194|TWO FAMILY|282|No|No|No|7,847 SQFT|48400|48400|97600|97600|146000|146000
0063-N-00248-0000-00|926 MT. LEBANON|143 MORRISON DR|Mt Lebanon|92612|Taxable|7/10/1995|Regular|130000|Residential|9493|TWO FAMILY|444|No|No|No|7,099 SQFT|47900|47900|107100|107100|155000|155000
0063-N-00252-0000-00|926 MT. LEBANON|135 MORRISON DR|Mt Lebanon|92612|Taxable|9/4/2002|Corporation|340000|Residential|11447|SINGLE FAMILY|367|No|No|No|6,710 SQFT|47000|47000|259000|259000|306000|306000
0063-N-00254-0000-00|926 MT. LEBANON|133 MORRISON DR|Mt Lebanon|92612|Taxable|7/18/1979|Regular|98000|Residential||SINGLE FAMILY|0|Yes|No|No|8,342 SQFT|49200|49200|105800|90800|155000|140000
0063-N-00256-0000-00|926 MT. LEBANON|131 MORRISON DR|Mt Lebanon|92612|Taxable|5/10/1993|Regular|120000|Residential|8960|SINGLE FAMILY|417|Yes|No|No|9,595 SQFT|51100|51100|87100|72100|138200|123200
0063-N-00258-0000-00|926 MT. LEBANON|127 MORRISON DR|Mt Lebanon|92612|Taxable|10/2/2003|Regular|1|Residential|11807|SINGLE FAMILY|206|Yes|No|No|9,078 SQFT|50300|50300|132600|117600|182900|167900
0063-N-00268-0000-00|926 MT. LEBANON|138 MORRISON DR|Mt Lebanon|92612|Taxable|11/23/2009|Corporation|1|Residential|14112|SINGLE FAMILY|103|Yes|No|No|8,573 SQFT|49600|49600|128700|113700|178300|163300
0063-N-00270-0000-00|926 MT. LEBANON|142 MORRISON DR|Mt Lebanon|92612|Taxable|7/8/2011|Regular|321000|Residential|14628|SINGLE FAMILY|279|Yes|No|No|7,880 SQFT|48500|48500|137800|122800|186300|171300
0063-N-00272-0000-00|926 MT. LEBANON|146 MORRISON DR|Mt Lebanon|92612|Taxable|11/16/1992|Regular|1|Residential|8850|SINGLE FAMILY|320|Yes|No|No|9,147 SQFT|50500|50500|121700|106700|172200|157200
0063-N-00274-0000-00|926 MT. LEBANON|148 MORRISON DR|Mt Lebanon|92612|Taxable|8/7/2001|Regular|141000|Residential|11118|SINGLE FAMILY|61|Yes|No|No|8,832 SQFT|42500|42500|103600|88600|146100|131100
0063-N-00276-0000-00|926 MT. LEBANON|150 MORRISON DR|Mt Lebanon|92612|Taxable|12/6/2006|Regular|200000|Residential|13079|SINGLE FAMILY|450|Yes|No|No|9,120 SQFT|40300|40300|124900|109900|165200|150200
0063-N-00278-0000-00|926 MT. LEBANON|154 MORRISON DR|Mt Lebanon|92612|Taxable|7/17/1991|Regular|89000|Residential|8523|TWO FAMILY|143|No|No|No|5,368 SQFT|37500|37500|83700|83700|121200|121200
0063-N-00280-0000-00|926 MT. LEBANON|158 MORRISON DR|Mt Lebanon|92612|Taxable|12/29/2000|Regular|1|Residential|10947|TWO FAMILY|447|No|No|No|8,000 SQFT|41400|41400|66700|66700|108100|108100
0063-N-00282-0000-00|926 MT. LEBANON|162 MORRISON DR|Mt Lebanon|92612|Taxable|7/14/2006|Regular|1|Residential|12919|ROWHOUSE|116|No|No|No|4,237 SQFT|12500|12500|37500|37500|50000|50000
0063-N-00283-0000-00|926 MT. LEBANON|164 MORRISON DR|Mt Lebanon|92612|Taxable|7/14/2006|Regular|1|Residential|12919|ROWHOUSE|121|No|No|No|2,900 SQFT|12500|12500|37500|37500|50000|50000
0063-N-00284-0000-00|926 MT. LEBANON|166 MORRISON DR|Mt Lebanon|92612|Taxable|8/9/2006|Regular|146000|Residential|12950|TWO FAMILY|279|No|No|No|5,748 SQFT|40100|40100|82100|82100|122200|122200
0063-N-00285-0000-00|926 MT. LEBANON|170 MORRISON DR|Mt Lebanon|92612|Taxable|9/30/1999|Regular|122000|Residential|10594|TWO FAMILY|416|No|No|No|5,400 SQFT|39900|39900|66400|66400|106300|106300
0063-N-00286-0000-00|926 MT. LEBANON|176 MORRISON DR|Mt Lebanon|92612|Taxable|6/2/2005|Regular|82000|Residential|12466|ROWHOUSE|322|No|No|No|2,552 SQFT|19400|19400|54400|54400|73800|73800
0063-N-00287-0000-00|926 MT. LEBANON|174 MORRISON DR|Mt Lebanon|92612|Taxable|8/14/1996|Regular|60000|Residential|9760|ROWHOUSE|648|No|No|No|3,700 SQFT|19700|19700|53000|53000|72700|72700
0063-N-00289-0000-00|926 MT. LEBANON|178 MORRISON DR|Mt Lebanon|92612|Taxable|7/2/1991|Regular|48700|Residential|8513|ROWHOUSE|508|Yes|No|No|2,433 SQFT|19400|19400|52600|37600|72000|57000
0063-N-00292-0000-00|926 MT. LEBANON|180 MORRISON DR|Mt Lebanon|92612|Taxable|10/10/2001|Regular|82000|Residential|11170|ROWHOUSE|393|Yes|No|No|7,700 SQFT|20800|20800|61200|46200|82000|67000
0063-N-00293-0000-00|926 MT. LEBANON|182 -184 MORRISON DR|Mt Lebanon|92612|Taxable|7/24/1986|Regular|1|Residential|7347|TWO FAMILY|419|No|No|No|4,775 SQFT|39600|39600|72500|72500|112100|112100
0063-N-00294-0000-00|926 MT. LEBANON|186 MORRISON DR|Mt Lebanon|92612|Taxable|1/10/1952|Regular|0|Residential||SINGLE FAMILY|0|Yes|Yes|No|6,540 SQFT|38000|38000|49500|34500|87500|72500
0063-N-00296-0000-00|926 MT. LEBANON|188 -190 MORRISON DR|Mt Lebanon|92612|Taxable|12/12/1989|Regular|1|Residential|8156|TWO FAMILY|27|Yes|No|No|6,164 SQFT|40300|40300|100400|85400|140700|125700
0063-N-00298-0000-00|926 MT. LEBANON|192 -194 MORRISON DR|Mt Lebanon|92612|Taxable|7/8/2004|Regular|1|Residential|12112|TWO FAMILY|441|No|No|No|6,805 SQFT|40600|40600|99600|99600|140200|140200
0063-N-00304-0000-00|926 MT. LEBANON|196 MORRISON DR|Mt Lebanon|92612|Taxable|9/28/2001|Regular|219000|Residential|11160|TWO FAMILY|336|No|No|No|7,512 SQFT|30800|30800|179200|179200|210000|210000
0063-N-00306-0000-00|926 MT. LEBANON|210 NEWBURN DR|Mt Lebanon|92612|Taxable|6/5/2007|Regular|185000|Residential|13258|SINGLE FAMILY|453|Yes|No|No|6,218 SQFT|47400|47400|117700|102700|165100|150100
0063-N-00308-0000-00|926 MT. LEBANON|214 NEWBURN DR|Mt Lebanon|92612|Taxable|12/17/2008|Regular|215000|Residential|13815|SINGLE FAMILY|180|Yes|No|No|5,830 SQFT|47200|47200|147800|132800|195000|180000
0063-N-00310-0000-00|926 MT. LEBANON|218 NEWBURN DR|Mt Lebanon|92612|Taxable|1/7/2008|Regular|185485|Residential|13486|SINGLE FAMILY|513|Yes|No|No|10,879 SQFT|53100|53100|134400|119400|187500|172500
0063-N-00312-0000-00|926 MT. LEBANON|220 NEWBURN DR|Mt Lebanon|92612|Taxable|6/25/1963|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|9,741 SQFT|51400|51400|99500|84500|150900|135900
0063-N-00316-0000-00|926 MT. LEBANON|610 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|11/13/1964|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|9,621 SQFT|51200|51200|214000|199000|265200|250200
0063-N-00318-0000-00|926 MT. LEBANON|614 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|1/8/1986|Regular|81000|Residential|7228|SINGLE FAMILY|221|Yes|No|No|7,000 SQFT|47900|47900|137200|122200|185100|170100
0063-N-00320-0000-00|926 MT. LEBANON|620 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|10/12/1990|Regular|163500|Residential|8353|SINGLE FAMILY|177|Yes|No|No|7,000 SQFT|47900|47900|178200|163200|226100|211100
0063-N-00322-0000-00|926 MT. LEBANON|624 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|1/9/1986|Regular|94000|Residential|7228|SINGLE FAMILY|639|Yes|No|No|7,000 SQFT|47900|47900|137300|122300|185200|170200
0063-N-00324-0000-00|926 MT. LEBANON|626 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|3/26/1987|Regular|90500|Residential|7515|SINGLE FAMILY|380|Yes|No|No|7,000 SQFT|47900|47900|161000|146000|208900|193900
0063-N-00326-0000-00|926 MT. LEBANON|630 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|12/2/2003|Regular|235000|Residential|11875|SINGLE FAMILY|587|Yes|No|No|7,000 SQFT|47900|47900|141400|126400|189300|174300
0063-N-00328-0000-00|926 MT. LEBANON|634 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|9/23/1942|Regular|0|Residential|2744|SINGLE FAMILY|454|Yes|No|No|7,000 SQFT|42000|42000|103000|88000|145000|130000
0063-N-00330-0000-00|926 MT. LEBANON|640 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|9/9/1986|Regular|93500|Residential|7385|SINGLE FAMILY|237|Yes|No|No|8,778 SQFT|49900|49900|181600|166600|231500|216500
0063-N-00332-0000-00|926 MT. LEBANON|648 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|12/20/2007|Regular|400000|Residential|13472|SINGLE FAMILY|594|No|No|No|12,143 SQFT|55100|55100|206600|206600|261700|261700
0063-N-00334-0000-00|926 MT. LEBANON|652 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|5/26/2006|Regular|329900|Residential|12861|SINGLE FAMILY|253|Yes|No|No|11,178 SQFT|53600|53600|191400|176400|245000|230000
0063-N-00336-0000-00|926 MT. LEBANON|656 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|6/30/2000|Regular|0|Residential|10805|SINGLE FAMILY|30|Yes|No|No|10,722 SQFT|52900|52900|101300|86300|154200|139200
0063-N-00340-0000-00|926 MT. LEBANON|631 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|5/20/1996|Regular|144000|Residential|9696|SINGLE FAMILY|367|Yes|No|No|7,200 SQFT|48000|48000|147900|132900|195900|180900
0063-N-00342-0000-00|926 MT. LEBANON|625 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|11/26/1997|Regular|205000|Residential|10086|SINGLE FAMILY|351|Yes|No|No|6,624 SQFT|47700|47700|180300|165300|228000|213000
0063-N-00346-0000-00|926 MT. LEBANON|621 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|10/6/2011|Regular|329600|Residential|14708|SINGLE FAMILY|15|No|No|No|7,026 SQFT|47900|47900|132000|132000|179900|179900
0063-N-00348-0000-00|926 MT. LEBANON|611 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|4/11/2006|Regular|330338|Residential|12808|SINGLE FAMILY|446|Yes|No|No|7,179 SQFT|48000|48000|172100|157100|220100|205100
0063-N-00352-0000-00|926 MT. LEBANON|230 NEWBURN DR|Mt Lebanon|92612|Taxable|5/21/1997|Regular|139900|Residential|9948|SINGLE FAMILY|205|Yes|No|No|8,387 SQFT|49300|49300|91500|76500|140800|125800
0063-N-00354-0000-00|926 MT. LEBANON|232 NEWBURN DR|Mt Lebanon|92612|Taxable|10/4/2002|Regular|1|Residential|11473|SINGLE FAMILY|261|Yes|No|No|8,369 SQFT|49200|49200|142000|127000|191200|176200
0063-N-00360-0000-00|926 MT. LEBANON|169 MORRISON DR|Mt Lebanon|92612|Taxable|12/4/1985|Regular|1|Residential|7205|TWO FAMILY|525|Yes|No|No|7,741 SQFT|48300|48300|99500|84500|147800|132800
0064-G-00200-0000-00|926 MT. LEBANON|832 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|2/3/1989|Regular|169650|Residential|7956|SINGLE FAMILY|602|Yes|No|No|9,750 SQFT|51400|51400|192000|177000|243400|228400
0064-G-00202-0000-00|926 MT. LEBANON|836 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|2/26/2008|Regular|422000|Residential|13531|SINGLE FAMILY|21|Yes|No|No|9,750 SQFT|51400|51400|196900|181900|248300|233300
0064-G-00204-0000-00|926 MT. LEBANON|840 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|5/1/1990|Regular|150000|Residential|8237|SINGLE FAMILY|139|Yes|No|No|9,750 SQFT|51400|51400|197900|182900|249300|234300
0064-G-00206-0000-00|926 MT. LEBANON|844 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|6/2/2006|Regular|310000|Residential|12866|SINGLE FAMILY|371|Yes|No|No|13,759 SQFT|57600|57600|182400|167400|240000|225000
0064-G-00208-0000-00|926 MT. LEBANON|848 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|5/17/2010|Regular|307000|Residential|14260|SINGLE FAMILY|377|Yes|No|No|11,532 SQFT|46000|46000|209200|194200|255200|240200
0064-G-00210-0000-00|926 MT. LEBANON|845 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|6/16/1995|Regular|260000|Residential|9478|SINGLE FAMILY|75|Yes|No|No|24,297 SQFT|62900|62900|237100|222100|300000|285000
0064-G-00214-0000-00|926 MT. LEBANON|848 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|9/18/2007|Regular|337500|Residential|13378|SINGLE FAMILY|311|Yes|No|No|10,400 SQFT|52400|52400|232000|217000|284400|269400
0064-G-00216-0000-00|926 MT. LEBANON|852 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|3/19/2009|Regular|277000|Residential|18813|SINGLE FAMILY|270|Yes|No|No|12,870 SQFT|56200|56200|218500|203500|274700|259700
0064-G-00218-0000-00|926 MT. LEBANON|856 RIDGEFIELD AVE|Mt Lebanon|92612|Taxable|2/14/1996|Regular|1|Residential|9634|SINGLE FAMILY|308|Yes|No|No|27,309 SQFT|78600|78600|206100|191100|284700|269700
0064-G-00220-0000-00|926 MT. LEBANON|861 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|2/6/1996|Regular|1|Residential|9629|SINGLE FAMILY|446|Yes|No|No|25,726 SQFT|60900|60900|155000|140000|215900|200900
0064-G-00222-0000-00|926 MT. LEBANON|857 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|1/17/2006|Regular|360000|Residential|12722|SINGLE FAMILY|524|Yes|No|No|12,651 SQFT|47500|47500|289700|274700|337200|322200
0064-G-00224-0000-00|926 MT. LEBANON|853 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|8/18/2005|Regular|310000|Residential|12558|SINGLE FAMILY|242|Yes|No|No|9,600 SQFT|43500|43500|166500|151500|210000|195000
0064-G-00226-0000-00|926 MT. LEBANON|849 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|3/5/1981|Regular|24000|Residential|6349|SINGLE FAMILY|9|Yes|No|No|9,600 SQFT|43500|43500|205400|190400|248900|233900
0064-G-00228-0000-00|926 MT. LEBANON|845 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|10/21/1977|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|9,600 SQFT|43500|43500|195400|180400|238900|223900
0064-G-00230-0000-00|926 MT. LEBANON|841 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|9/28/1977|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|10,240 SQFT|44300|44300|175700|160700|220000|205000
0064-G-00232-0000-00|926 MT. LEBANON|837 NORTHRIDGE DR|Mt Lebanon|92612|Taxable|10/10/2007|Regular|242500|Residential|13403|SINGLE FAMILY|192|Yes|No|No|9,600 SQFT|43500|43500|200600|185600|244100|229100
0064-H-00036-0000-00|926 MT. LEBANON|2447 MCMONAGLE AVE|Mt Lebanon|92612|Taxable|3/9/1982|Regular|79900|Residential|6443|SINGLE FAMILY|754|Yes|No|No|8,059 SQFT|19400|19400|103600|88600|123000|108000
0064-H-00038-0000-00|926 MT. LEBANON|2443 MCMONAGLE AVE|Mt Lebanon|92612|Taxable|5/22/1980|Regular|88000|Residential|6254|SINGLE FAMILY|832|Yes|No|No|8,070 SQFT|24900|24900|90100|75100|115000|100000
0064-H-00046-0000-00|926 MT. LEBANON|1018 GREENLAWN DR|Mt Lebanon|92612|Taxable|11/2/2005|Regular|225000|Residential|12646|SINGLE FAMILY|523|Yes|No|No|8,378 SQFT|44300|44300|174800|159800|219100|204100
0064-H-00048-0000-00|926 MT. LEBANON|1022 GREENLAWN DR|Mt Lebanon|92612|Taxable|1/12/2006|Regular|1|Residential|12720|SINGLE FAMILY|32|Yes|No|No|7,823 SQFT|43600|43600|110600|95600|154200|139200
0064-H-00050-0000-00|926 MT. LEBANON|1026 GREENLAWN DR|Mt Lebanon|92612|Taxable|3/27/2003|Regular|1|Residential|11605|SINGLE FAMILY|575|Yes|No|No|7,833 SQFT|43600|43600|239200|224200|282800|267800
0064-H-00052-0000-00|926 MT. LEBANON|1021 GREENLAWN DR|Mt Lebanon|92612|Taxable|1/7/1981|Regular|0|Residential|6336|SINGLE FAMILY|458|Yes|No|No|9,402 SQFT|43200|43200|203800|188800|247000|232000
0064-H-00054-0000-00|926 MT. LEBANON|1017 GREENLAWN DR|Mt Lebanon|92612|Taxable|5/5/1995|Regular|155500|Residential|9451|SINGLE FAMILY|261|Yes|No|No|8,427 SQFT|41900|41900|168100|153100|210000|195000
0064-H-00059-0000-00|926 MT. LEBANON|2439 MCMONAGLE AVE|Mt Lebanon|92612|Taxable|11/26/2007|Regular|179000|Residential|13447|SINGLE FAMILY|352|Yes|No|No|8,027 SQFT|37500|37500|111300|96300|148800|133800
0064-H-00061-0000-00|926 MT. LEBANON|2435 MCMONAGLE AVE|Mt Lebanon|92612|Taxable|5/9/1996|Regular|146000|Residential|9689|SINGLE FAMILY|452|Yes|No|No|8,175 SQFT|20000|20000|130000|115000|150000|135000
0064-H-00063-0000-00|926 MT. LEBANON|2431 MCMONAGLE AVE|Mt Lebanon|92612|Taxable|9/25/1980|Regular|78930|Residential|6298|SINGLE FAMILY|835|Yes|No|No|7,789 SQFT|37000|37000|109000|94000|146000|131000
0064-H-00065-0000-00|926 MT. LEBANON|2427 MCMONAGLE AVE|Mt Lebanon|92612|Taxable|6/29/2010|Regular|130000|Residential|14306|SINGLE FAMILY|166|No|No|No|5,763 SQFT|36300|36300|86300|86300|122600|122600
0064-H-00067-0000-00|926 MT. LEBANON|2423 MCMONAGLE AVE|Mt Lebanon|92612|Taxable|3/30/1990|Regular|86000|Residential|8216|SINGLE FAMILY|37|Yes|No|No|6,569 SQFT|36700|36700|83300|68300|120000|105000
0064-H-00069-0000-00|926 MT. LEBANON|2419 MCMONAGLE AVE|Mt Lebanon|92612|Taxable|11/26/1990|Regular|68000|Residential|8379|SINGLE FAMILY|8|Yes|No|No|6,330 SQFT|30400|30400|61100|46100|91500|76500
0064-H-00071-0000-00|926 MT. LEBANON|2415 MCMONAGLE AVE|Mt Lebanon|92612|Taxable|4/2/2002|Regular|112000|Residential|11308|SINGLE FAMILY|569|Yes|No|No|7,190 SQFT|39200|39200|73800|58800|113000|98000
0064-H-00073-0000-00|926 MT. LEBANON|2411 MCMONAGLE AVE|Mt Lebanon|92612|Taxable|5/28/2004|Regular|140000|Residential|12063|SINGLE FAMILY|158|Yes|No|No|6,821 SQFT|43000|43000|93300|78300|136300|121300
0064-H-00078-0000-00|926 MT. LEBANON|915 N MEADOWCROFT AVE|Mt Lebanon|92612|Taxable|7/31/1995|Regular|90000|Residential|9508|SINGLE FAMILY|68|Yes|No|No|3,780 SQFT|46000|46000|121200|106200|167200|152200
0064-H-00080-0000-00|926 MT. LEBANON|911 N MEADOWCROFT AVE|Mt Lebanon|92612|Taxable|11/1/1979|Regular|55000|Residential|6184|SINGLE FAMILY|171|Yes|No|No|5,927 SQFT|47200|47200|144500|129500|191700|176700
0064-H-00082-0000-00|926 MT. LEBANON|905 N MEADOWCROFT AVE|Mt Lebanon|92612|Taxable|4/6/1984|Regular|1|Residential|6843|SINGLE FAMILY|593|Yes|Yes|No|6,048 SQFT|47300|47300|100100|85100|147400|132400
0064-H-00084-0000-00|926 MT. LEBANON|901 N MEADOWCROFT AVE|Mt Lebanon|92612|Taxable|9/24/1976|Regular|0|Residential||SINGLE FAMILY|0|Yes|No|No|9,268 SQFT|35000|35000|92900|77900|127900|112900
0064-H-00090-0000-00|926 MT. LEBANON|1002 GREENLAWN DR|Mt Lebanon|92612|Taxable|2/8/2008|Regular|1|Residential|13517|SINGLE FAMILY|94|Yes|No|No|12,560 SQFT|50200|50200|82100|67100|132300|117300
0064-H-00092-0000-00|926 MT. LEBANON|1006 GREENLAWN DR|Mt Lebanon|92612|Taxable|8/25/2004|Corporation|175000|Residential|12169|SINGLE FAMILY|182|No|No|No|12,638 SQFT|55000|55000|75000|75000|130000|130000
0064-H-00094-0000-00|926 MT. LEBANON|1010 GREENLAWN DR|Mt Lebanon|92612|Taxable|11/3/2010|Regular|195000|Residential|14422|SINGLE FAMILY|33|Yes|No|No|8,399 SQFT|44400|44400|85900|70900|130300|115300
